Brand,Year,Material,ProductLine,Model,StringConfiguration,Color,BodyType,Hand,Price
ESP Guitars,,,,,,,,,1358.00
Schecter Guitar Research,,,,,,,,,5999.00
ESP,,,,H3-1000 See Thru Purple Sunburst,,,,,899.00
Jackson,2019,Basswood,Jackson X,X Series Soloist SLX Crackle - Green Crackle,6 String,Green,Solid,Right-Handed,699.99
PRS,,,,,,,,,2299.00
ESP,,,,,,,,,449.00
Gretsch,,,,,,,,,449.99
Dean,,,,,,,,,699.00
Ibanez,,,,,,,,,349.99
ESP,,,,LTD EC-256 Black Satin,,,,,399.00
D'Angelico,,,,,,,,,1299.99
Dean,,,,Z 79,6 String,Trans Black,Z,,808.00
PRS,,,,,,,,,1599.00
Ibanez,,,,,,,,,2799.99
Dean,,,,,6 String,,V,,569.99
Dean,2019,Solid Wood,Modern 24,Modern 24 Select,6 String,Tiger Eye,Solid,Right-Handed,849.00
Schecter Guitar Research,,,,,,,,,1279.00
JACKSON,2019,,Jackson X,SL4X PRO,,BRIGHT ORANGE,DOUBLE CUTAWAY,,539.99
PRS,,,,,,,,,3900.00
EVH,,,,,,,,,599.99
D'Angelico,,,,,,,,,1199.00
Fender,2019,Alder,,Jazzmaster,6 String,Penny,Solid,Right-Handed,1199.99
D'Angelico Guitars,,,,,,,,,1799.00
Schecter,Unknown,,,1923,6,Black,Solid,Right handed,1049.00
PRS,2015,,,408,6 String,Black,Solid,Right-Handed,2800.00
Jackson,,,,,,,,,749.99
Jackson,,,,,,,,,1099.99
PRS,,,,,,,,,3600.00
Schecter,,,,,,,,,439.00
Esp Guitars,,,LTD,F254,4 String,Black,Solid,Right-Handed,525.00
Skervesen,,,,,,,,,3599.00
Fender,,,,,,,,,899.99
PRS,,,,,,,,,4200.00
,,,,,,,,,1272.88
Paul Reed Smith,2018,Solid Wood,McCarty 594,Custom,6 String,Custom Color,Solid,,4870.00
D'Angelico,,,,,,,,,1199.00
Jackson,,,,,,,,,729.99
Magneto,,Solid Wood,,T-Wave,6 String,Orange,Solid,,2898.99
Gretsch,,Maple,Gretsch Electromatic G5420,,6 String,Blue,Hollow,Right-Handed,849.99
PRS,,,,,,,,,849.00
Fender,,,,,,,,,1549.99
Washburn,,,,,,,,,595.00
Fender,,,,,,,,,899.99
KTONE,,,,,6 String,Black,,,299.95
Ernie Ball Music Man,,,,,,,,,3499.00
Schecter,,,,,,,,,1329.00
Paul Reed Smith,2019,Mahogany,,SE Paul's Guitars,6 String,Fire Red,Solid,,999.00
Ibanez,,,,,,,,,1799.99
Jackson,,,,,,,,,599.99
ESP Guitar,,,,LRONBLK,6 String,Black,,,999.00
Fender,,Alder,,,,,Solidbody,,674.99
Dean,,,,V 79,6 String,Blue Burst,V,,698.00
D'Angelico,,,,,,,,,599.99
Esp Guitars,,,,V-401DX,6 String,Black,,,450.00
Fender,,Ash,,,,,Solidbody,,1649.99
Fender,,,,,,,,,2499.99
Dean,,,,ML 79,6 String,Blue Burst,ML,,678.00
Fender,,,,,6 String,White,Solid,,674.99
Dean,,,,,6 String,,Solid,,399.00
Fender,2019,Alder,,,6 String,Blue,Solid,Right-Handed,1149.99
Yamaha,,,,,,,,,599.99
ESP,,,,,,,,,1199.00
ESP,,,,,,,,,1099.00
PRS,,,,,,,,,3600.00
Fender,2018,,,,,Black,,,674.99
Jackson,,,,,,,,,899.99
Hagstrom,,,,,,,,,589.99
D'Angelico,,,,,,,,,699.99
Eastman,,,,,,,,,1191.00
Supro,,,,Black Holiday,,,,,899.00
Paul Reed Smith,,,,,,,,,1998.00
PRS,2019,Solid Wood,,SE SVN,7 String,Gray Black,Solid,Right-Handed,819.00
Fender,,,,American Performer Telecaster - Penny,,,,,1099.99
Schecter Guitar Research,,,,,,,,,899.00
Yamaha,,,,,,,,,414.99
Jackson,,,,,,,,,719.99
Yamaha,,,,,,,,,449.99
EVH,,,,,,,,,899.99
Schecter,,,,,6,White,Solid,,1229.00
Schecter Guitar Research,,,,,,,,,1189.00
Dean,,,,,6 String,Trans Amber,,,868.00
G&L,,,,,,,,,1449.99
ESP,,,,,,,,,1249.00
Schecter,,,,,,,,,629.00
Suhr,,,,,,,,,2899.00
Dean,,,Dean,,6 String,Charcoal Burst,,Right-Handed,629.00
Ibanez,,,,AFC125,6 String,Black Flat,Hollow,,899.00
Schecter,,,,Reaper-6 FR S,6 String,Satin Inferno Burst,Solid,,1214.00
Prisma,,,,,,,,,3049.00
LMK,2016,Mahogany,,Series 2,6 String,Orange,Solid,Right-Handed,700.00
Fender,,,,,,,,,1549.99
Jackson,,,,,,,,,799.99
Ibanez,,,,,,,RG,,1049.99
Schecter,2019,,,1343,6,Black,Solid,Right handed,1259.00
Fender,,,,American Professional Jazzmaster,6-String,Candy Apple red,,,1549.99
Stellar,,Maple Flametop/ Mahogany,,Mercury 001 Elite,6 String,Red,Solid,Right-Handed,325.00
Legator,,,,,,,,,1500.00
Fender,,,,,,,,,1699.99
PRS,2019,,,McCarty 594 Semi-Hollow,6-String,McCarty Tobacco Sunburst,Semi-Hollow,,3800.00
Dean,,,,MS V,6 String,,,,775.00
Dean,,,,,,,,,699.00
Dean,,,,ML 79 F Blue Burst,6 String,Blue Burst,ML,,768.00
CP Thornton,,,,Blues Queen,6 String,Black,Semi-Hollow,,4515.00
Yamaha,,,,,,,,,449.99
Fender,,,,,,,,,2499.99
John Suhr Guitars,,,,Suhr Modern Plus,,,,,3285.00
Schecter,2018,,,SCHECTER1351,6,Black,Solid,Right handed,1189.00
Schecter Guitar Research,,,,,,,,,999.00
Gretsch Guitars,,,,,,,,,549.99
EVH,,,,,,,,,599.99
Legator,,,,,,,,,1300.00
ESP,,,,,,,,,3499.00
Schecter Guitar Research,,,,,,,,,1189.00
Schecter,,,,,,,,,1399.00
Dean,,,,VSELFQMTBZ,,,,,999.00
Dean,,,,,,,,,349.00
Fender,,,,,6 String,White,Solid,,674.99
Schecter,,,,Corsair Bigsby,6 String,Black,Semi-Hollow,,899.00
ESP,,,,LTD TE-401FM,6 String,Brown,Solid,,729.00
ESP LTD,,,,,6,,Solid,,499.00
Dean,,,,ML 79 FPG,6 String,Classic Black,ML,,555.00
Dean,,,,,,,,,568.00
ESP,,,,,,,,,1099.00
ESP,,,,EC-1000,6 String,Volcano Red,Solid,,969.00
Giffin,,Solid Wood,,Standard,6 String,Natural Burst,Solid,,4585.00
Washburn,,,,,,,,,799.00
,,,,,,,,,999.00
Fender,,,,,,,,,1099.99
total Music Source,,,,,,,,,1018.99
,,,,,,,,,329.00
Sterling by Music Man,,,,,,,,,699.99
Schecter,,,,,6,Brown,Solid,,399.00
Gretsch Guitars,,,,,,,,,449.99
Ibanez,2018,Mahogany,,,,,,,519.00
Jackson,,,,,,,,,849.99
warrior,2005,,,,6 String,,Solid,,4098.00
Schecter,,,,,,,,,1329.00
D'Angelico,2018,,,Premier SS,6 String,Black,Semi-Hollow,Right-Handed,599.95
PRS,2019,,,Special Semi-Hollow,6-String,Aquamarine,Semi-Hollow,,3850.00
PRS,,,,,,,,,4270.00
PRS,,,,,,,,,3900.00
Schecter Guitar Research,,,,,,,,,923.12
Schecter,,Walnut,,Corsair w/ Bigsby,6 String,Gloss Walnut,Semi-Hollow,,899.00
Dean,,,,,6,Others,,,449.00
Dean,,,,ML 79 PG,6 String,Metallic Red,ML,,689.99
Ibanez,,,,,,,,,449.99
Schecter,,Maple,,2004,6 String,Cherry,Solid,,399.00
Dean Electric Guitars,,,,Z 79 TBK,,,,,549.00
Jackson,,,,,,,,,449.99
Ibanez,,,,,,,,,349.99
Ibanez,,,,,,,,,399.99
Jackson,,,,,,,,,999.99
D'Angelico,,,,,,,,,599.99
Hagstrom,,,,,,,,,589.99
Epiphone,,,Epiphone Signature Explorer,Lzzy Hale Explorer,6 String,Alpine White,Solid,,769.00
Epiphone,,,Epiphone Signature Explorer,Lzzy Hale Explorer,6 String,Alpine White,Solid,,769.00
Fender,,Alder,,,,,Solidbody,,674.99
Schecter,,Maple,,,6 String,,Semi-Hollow,,899.00
Fender,,Mahogany,,,,,Hollow Body,,1999.99
Fender,,Alder,,,,,Solidbody,,999.99
Dean,,,,ML 79,6 String,Blue Burst,ML,,688.00
Fender,,,,,,,,,2499.99
Jackson,,,,,,,,,999.99
Jackson,,,,,,,,,499.99
Attila Custom Guitars,,,,Archtop,6 String,,,,1999.00
Schecter,,,,,,,,,1049.00
EVH,,,,,,,,,999.99
Fender,,,,,,,,,2499.99
PRS,2018,,,Custom 24,6-String,Faded Blue Jean,,Right-Handed,4100.00
Jackson,,,,,,,,,379.88
Epiphone,,,,,,,,,392.88
Ibanez,,,,,,,,,1299.99
Fender,2019,Alder,,,6 String,Blue,Solid,Right-Handed,1149.99
Fender,,,,,,,,,674.99
ESP,,,,H-1000,6 String,See Thru Black,Solid,,719.00
Gretsch Guitars,,,,,,,,,449.99
Jackson,,Mahogany,,,,,Solidbody,,899.99
ESP,,,,,,,,,1799.00
Fender,,Alder,,,6 String,,Solid,,774.99
Fender,,Alder,,,,,Solidbody,,699.99
Fender Custom Shop,,,,,,,,,3750.00
Hagstrom,,,,,,,,,649.99
total Music Source,,,,,,,,,999.00
Schecter,,,,,,,,,349.00
Esp Guitars,,Mahogany,,H-401M,6 String,Natural Satin,Solid,,749.00
Gretsch,,Maple,,,,,Semi-Hollow Body,,2299.99
Fender,,,,,,,,,1479.99
Schecter Guitar Research,,,,,,,,,1259.00
Dean Guitars,,Solid Wood,,Michael Angelo Batio,6 String,Black,Solid,,475.00
G&L,,,,,,,,,1399.99
Dean,,,,,,,,,899.00
Legator,,,,,,,,,709.00
Schecter,,,,,,,,,439.00
Gretsch,,,,,,,,,430.88
EVH,,Basswood,,,,,Solidbody,,599.99
Jackson,,,,,,,,,449.99
Fender,2018,,,,6 String,3-Color Sunburst,,Right-Handed,674.99
Schecter,,,,Damien Platinum-8,8 String,Satin Black,Solid,,699.00
PRS,,,,,,,,,3600.00
Dean,,,,,,,,,559.20
Dean,,,,,,,,,699.00
Squier,,,,,,,,,1999.99
ESP,,,,,,,,,1799.00
Ibanez,,Mahogany,,,,,Solidbody,,449.99
Epiphone,,Mahogany,,,6 String,,Solid,,300.00
Stellar,,Maple Flametop/ Mahogany,,Mercury 001 Elite,6 String,Gold,Solid,,299.00
Ibanez,,,,,,,,,499.99
Esp Guitars,,Solid Wood,,M-III,6 String,Tiger Eye Sunburst,Solid,,3399.00
Ibanez,,,,,,,,,399.99
D'Angelico,,,,,,,,,1359.20
D'Angelico,,,,,,,,,1299.00
Fender Japan,,,Fender Mustang,Mustang,6 String,Vintage White,Solid,Right-Handed,825.00
,,,,,,,,,1640.00
G&L,,,,,6,Red,Solid,,1260.00
Schecter,,,,,6,White,Solid,,299.00
Fender Custom Shop,,,,,,,,,4200.00
Schecter Guitar Research,,,,,,,,,1299.00
PRS,2019,,,Custom 24,6 String,Blood Orange,Solid,Right-Handed,3600.00
Jackson,,,,,,,,,999.99
total Music Source,,,,,,,,,859.99
total Music Source,,,,,,,,,859.99
Schecter Guitar Research,,,,,,,,,1189.00
Ibanez,,,,,,,,,1399.99
Zemaitis,,,,A24DF 2H Buccaneer Island,6 String,Black,Solid,,2399.00
Fender,,,,,6 String,,Solid,,674.99
Jackson,,,,,,,,,949.99
Fender,2019,Alder,American Performer,Stratocaster,6 String,Penny,Solid,Right-Handed,1099.99
,,,,,,,,,500.00
Dean,,,,,,,,,549.00
Yamaha,,,,,,,,,899.99
SE-Custom,,,,,,,,,450.00
Schecter Guitar Research,,,,,,,,,489.00
Jackson,,,,,,,,,899.99
Yamaha,,,,,,,,,699.99
Ibanez,,,,,,,,,599.99
G&L,2018,,,Legacy,6 String,Blonde,,Right-Handed,1499.00
PRS,,,,,,,,,1999.00
Schecter,,Mahogany,,,6 String,,Solid,,399.00
Jackson,,,,,,,,,747.99
Fender,,,,,,,,,999.99
G&L,,,,,,,,,1499.99
Hagstrom,,,,,,,,,874.99
Ibanez,,,,RGDIX6MPB,6 String,Flamed Maple,,,764.99
Schecter,,,,,6,Blue,Solid,,349.00
Dean,,,,Custom 350,6 String,Red,Solid,,479.99
Fender,,,,,6 String,,Solid,,674.99
ESP,,,,,,,,,1249.00
total Music Source,,,,,,,,,849.99
Fender,,,,,,,,,2500.00
Schecter,,,,Banshee Elite-8,8 String,Gloss Natural,Solid,,1224.00
Jackson,2018,Quilted Maple Top,Pro Series,Soloist,6 String,Purple,Solid,Right-Handed,749.00
Fender,,,,,,,,,899.99
Dean Guitars,,,,,,,,,749.00
Jackson,,,,,,,,,599.99
Fender,,Alder,Fender Vintera,Vintera '60s Stratocaster Modified,6 String,,Solid,,999.99
Schecter Guitar Research,,,,,,,,,439.00
Fender,,,,014-4502-534,,,,,674.99
EVH,,,,Wolfgang Special - Satin Primer Gray,,,,,999.99
Schecter,2014,,,14-07017,6,Red,Solid,Right handed,2899.00
Peavey,2000,,American Standard,Wolfgang USA,6 String,Red,Solid,Right-Handed,1600.00
Ibanez,,,,,,,,,499.99
D'Angelico,,,,,,,,,1143.99
ESP LTD,,Solid Wood,,Screaming Skull,6 String,Graphic,Solid,,849.99
Jackson,,,,,,,,,899.99
D'Angelico,,,,,,,,,599.99
Fender,,,,,,,,,2499.99
Ernie Ball Music Man,,,,,,,,,2449.00
Fender,,Alder,,,,,Solidbody,,674.99
ESP,,,,,,,,,1099.00
Dean,,,,,6,Black,,,429.00
Schecter Guitar Research,,,,,,,,,1069.00
Schecter,,,,,6,,,,1199.00
Legator,,,,,,,,,1999.00
Ibanez,,,,,,,,,2799.99
Hagstrom,,,,FANT-BLK,,,,,799.99
Ibanez,,,,,,,,,1099.99
Ibanez,2018,Mahogany,,,,,,,699.99
ESP,,,,,,,,,839.20
Dean,,,,,6 String,,,,849.99
Traveler,,,,Speedster Hot Rod Gloss Black,,,,,449.99
Fender,,,,,6 String,Green,Solid,,674.99
Dean,,,,,6 String,,,,828.00
D'Angelico,,,,,,,,,1299.00
total Music Source,,,,,,,,,999.99
Jackson,,,,,,,,,599.99
Dean Guitars,,,,,,,,,629.00
PRS,,,,,,,,,819.00
Dean,,,,,,,,,599.00
Schecter Guitar Research,,,,,,,,,1189.00
Ibanez,,,,,,,,,599.99
Schecter,,,,,6,Natural,Solid,,899.00
Schecter,,,,E-1,6 String,Snow Leopard,Solid,,869.00
Hagstrom,,,,,,,,,649.99
Dean Guitars,,,,,,,,,999.00
Gretsch,,Maple,,G100CE Synchromatic Cutaway,6 String,,,,849.99
Schecter,,,,,,,,,489.00
Fender,,,,,,,,,1449.99
Fender,2018,Alder,,,6 String,Buttercream,Solid,Right-Handed,674.99
Dean,,,Tyrant,,6 String,War Eternal Graphic,Solid,Right-Handed,528.00
ESP,2018,Mahogany,,,,,,,949.00
Ibanez,,,,,,,,,999.99
Fender,2018,Solid Wood,,Player Telecaster,6 String,Tidepool,Solid,Right-Handed,674.99
Dean Electric Guitars,,,,ICONX CBK,,,,,299.00
Dean,,Solid Wood,,Thoroughbred,6 String,Scary Cherry,Solid,,799.00
,,,,,,,,,300.00
Sterling by Music Man,,,,,,,,,679.99
Fender,,,,,,,,,1999.99
,,,,Custom,,Sunburst,,,409.15
Gretsch Drums,2018,Mahogany,,,,,,,549.99
Gretsch Guitars,2017,Maple,,,,,,,799.99
Fender,,,,,6 String,,Solid,,674.99
Jackson,,,,,,,,,835.99
Schecter,,,,Hellraiser C-8,8 String,Gloss Black,,,979.00
Ernie Ball Music Man,,,,,,,,,2299.00
D'Angelico,,,,,,,,,599.99
D'Angelico,,,,,,,,,599.99
Jackson,,,,,,,,,599.99
Fender,,,,,,,,,1199.99
Ibanez,,,,,,,,,499.99
Fender,2017,Solid Wood,,0113090705,6 String,White,Solid,,1549.99
ESP,,,,,,,,,949.00
Hagstrom,,,,,,,,,874.99
Washburn,,,,,,,,,849.00
Schecter,,,,,6,Red,Solid,,349.00
Dean,,,,,6 String,,Solid,,359.00
Ibanez,,,,,,,,,899.99
PRS,,Maple,,SE Custom 24,6 String,,Solid,Right-Handed,849.00
ESP,,,,,,,,,1249.00
Fender,,,,,,,,,1599.99
D'Angelico,,,,,,,,,1199.00
Fender,,,,,6 String,White,Solid,,674.99
Schecter Guitar Research,,,,,,,,,719.20
Dean,,,,,,,,,899.00
Fender Custom Shop,,,,,,,,,4700.00
Fender,,,,,,,,,674.99
Wild Custom Guitars,,Solid Wood,,WildOne Iron Top,6 String,Gray,Solid,,2989.00
PRS,,,,,,,,,4450.00
Ibanez,,,,,,,,,349.99
Dean,,,,,,,,,449.00
ESP,,,,,,,,,1249.00
Fender,,,,Player Jazzmaster - Sage Green Metallic,,,,,674.99
Magneto,,Solid Wood,,Sonnet,6 String,Pacific Blue,Solid,,2849.99
Fender,,,,,,,,,1549.99
total Music Source,,,,,,,,,899.00
Fender,,,,,,,,,4450.00
Dean,,,,,,,,,1149.00
Fender,,Alder,,,,,Solidbody,,1749.99
Gretsch,2019,Maple,,,6 String,Green,,Right-Handed,899.99
Fender,,,,,,,,,1099.99
Schecter Guitar Research,,,,,,,,,629.00
Schecter,,,,Hellraiser C-1,6 String,Black,Solid,,671.00
Schecter,Unknown,,,816,6,Black,Solid,Right handed,699.00
Yamaha,,,,,,,,,899.99
Dean,,,,,,,,,699.00
Zemaitis,,,,Z24WF Zebra,6 String,Natural Zebra,Solid,,1099.00
ESP,,,,,,,,,3199.00
Schecter,,,,,6,,,,599.00
Fender Custom Shop,,,,,,,,,4300.00
Washburn,,,,,,,,,1099.00
ESP,,Mahogany,,,7 String,,Solid,,829.00
Schecter Guitar Research,,,,,,,,,699.00
G&L,,,,,,,,,1499.99
Schecter,,,,Classic C7,7 String,Blue,Classical,Right-Handed,699.00
Fender,,,,Player Stratcoaster Plus Top,6-String,,,,699.99
D'Angelico,,,,,,,,,599.99
EVH,,Basswood,,,,,Solidbody,,999.99
Gretsch,,,,2506011512,6 String,Orange Stain,Hollow,Right-Handed,849.99
Ibanez,,Zebrano,,,,,Hollow Body,,649.99
Fender,,Alder,,,,,Solidbody,,824.99
Gretsch,,Maple,,,,,Hollow Body,,449.99
Eliassen,Don't Know,Don't Know,,Violin-shaped 6 string guitar,6 String,Red,Violin-Shaped,Right-Handed,399.00
GTX,,Solid Wood,,GTX-38,6 String,Black,Solid,,400.00
D'Angelico,,,,,,,,,599.99
Jackson,,,,,,,,,499.99
ESP,,,,,,,,,449.00
Washburn,,,,Vince Neil,,,,,1999.99
D'Angelico,,,,,,,,,703.99
Yamaha,,,,,,,,,499.99
Yamaha,,,,,,,,,1359.99
Fender,2017,Alder,,,,,,,1124.99
Danelectro,,,,D66-3TS,6 String,3 Tone Sunburst,Semi-Hollow,,699.00
Schecter,,Basswood,,,,,Solidbody,,519.00
Ibanez,2018,Basswood,,RG1027PBF,7 String,Cerulean Blue Burst,RG,,1299.99
Ibanez,,,,,,,,,799.99
Gretsch,,,,G5034T-FT,6 String,Savannah Sunset,Hollow,,849.99
Paul Reed Smith,,,,,,,,,2298.00
Jackson,,,,,,,,,299.99
D'Angelico,,,,,,,,,1299.00
Eastman,,,,,,,,,1191.00
Magneto,,Solid Wood,,Sonnet,6 String,Pacific Blue,Solid,,2849.99
Schecter,,,,,6 String,,,,399.99
Charvel,1991,,,,,,,,899.99
ESP LTD,,,,,6,White,Solid,,749.00
ESP LTD,,Solid Wood,,Screaming Skull,6 String,Graphic,Solid,,849.99
Ibanez,,,,,,,,,1399.99
Schecter Guitar Research,,,,,,,,,1119.00
Gibson,,,,,,,,,949.00
Gibson,,,,,,,,,949.00
Dean,,,,,,,,,599.00
Jackson,,,,,,,,,949.99
Sterling by Music Man,,,,,,,,,699.99
Ibanez,,,,,,,,,899.99
Schecter,,,,,6,Natural,Solid,,899.00
Schecter,,,,Banshee Elite-7 FR S,7 String,Goss Natural,Solid,,1299.00
Schecter,,,,,,,,,1259.00
Fender,,Alder,,,,,Solidbody,,999.99
Fender,,Alder,,,6 String,,Solid,,1224.99
Schecter,,,,Damien Platinum-8,8 String,Satin Black,Solid,,699.00
Undisclosed,,,,,,,,,499.00
Dean,,,,Z X FM,6 String,Red,,,578.00
GT,,,,,6 String,,Solid,,1200.00
PRS,,,,,,,,,3800.00
Jackson,,,,,,,,,999.99
Handbuilt,,Solid Wood,,,6 String,Brown,Solid,Right-Handed,420.00
Fender,2017,Solid Wood,,0113090705,6 String,White,Solid,,1549.99
Schecter,,Mahogany,,,,,Solidbody,,1149.00
Fender,,,,,6 String,Black,Solid,,674.99
Pimintel & Sons,1989,Rosewood,Pimintel Grand Concert,Grand Concert,6 String,Gold,Classical,Right-Handed,3500.00
Ibanez,,,,AZ242F - Tequila Sunrise Gradation,,,,,1299.99
Ibanez,,,,,,,,,1899.99
Ibanez,,,,,,,,,1099.99
Jackson,,,,,,,,,599.99
Jackson,,,,,,,,,899.99
Ibanez,,,,,,,,,349.99
Fender,2018,Solid Wood,,Player Telecaster,6 String,Tidepool,Solid,Right-Handed,674.99
,,Wood,,,6 String,Tobacco Sunburst,Semi-Hollow,Right-Handed,280.00
Hagstrom,,,,,,,,,899.99
ESP,2019,,ESP LTD,TE-1000,,Black,Solid,Right-Handed,1199.99
Dean,,,,,6,Black,,,749.00
Marshall,,,,ORI5C,,,,,399.99
EVH,,,,,,,,,1099.99
PRS,,,,,,,,,1999.00
Fender,,,,,,,,,1199.99
Washburn,,,,PXL20B-D-U,,,,,799.00
Ibanez,,,,,,,,,499.99
Porter,,Solid Wood,,Les Bois Performance Plus,6 String,White,Solid,,2399.00
Fender Custom Shop,,,,,,,,,3850.00
Peavey Blowout,,,,PEV13-3021060-JB1,6 String,Multi-Color,,,1499.99
ESP LTD,,,,,6,,Solid,,399.00
Jackson,,,,,,,,,749.99
PRS,2018,,,Custom 24,6-String,Faded Blue Jean,,Right-Handed,4100.00
Hagstrom,,,,,,,,,649.00
Ibanez,,,,JIVA10 Nita Strauss,6 String,,Solid,,1499.99
ESP,,,,bs7,6 String,,Solid,,799.00
Legator,,,,,,,,,899.00
ESP,,Mahogany,ESP LTD,LEC401BLK,6 String,Black,Solid,Right-Handed,749.00
Dean,,,,Z 79,6 String,Trans Black,Z,,708.00
PRS,,,,,,,,,4270.00
Dean,,,,,,,,,449.00
total Music Source,,,,,,,,,959.00
Schecter,,,,E-1 SLS Elite,6 String,Antique Fade Burst,Solid,,1259.00
Dean,,Solid Wood,,Modern 24 Select,6 String,Tiger Eye,Solid,,699.00
Schecter,,,,Hellraiser C-7,7 String,Gloss Black,Solid,,759.00
PRS,2018,,,SE SVN,7 String,Black Cherry,,,819.00
Schecter,,,,Classic C7,7 String,Blue,Classical,Right-Handed,699.00
Fender,,Alder,,,,,Solidbody,,1749.99
Sterling by Music Man,,,,,,,,,649.99
Stellar,,Maple Flametop/ Mahogany,,Mercury 001 Elite,6 String,Red,Solid,Right-Handed,325.00
ESP,,,,,,,,,1249.00
Ibanez,,,,,,,,,599.99
Fender,2019,Alder,Alternate Reality,Meteora,6 String,Surf Green,Solid,Right-Handed,999.99
Squier,,,,,,,,,444.94
Schecter,,,,,6,Brown,Solid,,999.00
ESP,,Maple,,LTD SN-1000W Maple Fluence,6 String,Sunburst,Solid,,895.00
Schecter Guitar Research,,,,,,,,,699.00
Suhr,,,,,,,,,2799.00
Paul Reed Smith,2019,Mahogany,,SE Paul's Guitars,6 String,Fire Red,Solid,,999.00
Schecter,,,,C-7,7 String,,,,379.99
Fender Custom Shop,,,,,,,,,4200.00
Schecter,,,,,6,,,,699.00
Fender,2019,Alder,American Performer,Telecaster,6 String,Penny,Solid,Right-Handed,1099.99
Gretsch,,,,,,,,,2999.99
PRS,2018,Solid Wood,,SE Custom 24,6 String,Trampas Green,Solid,,779.00
Ernie Ball Music Man,,,,,,,,,2049.00
Schecter,,Basswood,,Omen 6,6 String,,Solid,,399.00
total Music Source,,,,,,,,,459.99
Ibanez,2017,Basswood,,,,,,,1299.99
D'Angelico,,,,,,,,,599.99
D'Angelico,,,,,,,,,599.99
Dean,,,,Custom Zone II Floyd - Purple,,,,,319.99
Jennings Guitars,,,,,,,,,1499.99
Dean Guitars,,,,,,,,,849.00
Fender,2019,Alder,,,6 String,Brown,Solid,Right-Handed,899.99
Fender,,,,,,,,,1479.99
PRS,,,,,,,,,4270.00
Fender,,,,,6 String,,Solid,,674.99
Ibanez,,,,,,,,,2999.99
ESP,,,,,,,,,899.00
Sterling by Music Man,,,,,,,,,649.99
Martin,,Rosewood,,,6 String,,Solid,,949.00
Dean Guitars,,,,,,,,,699.00
Schecter Guitar Research,,,,,,,,,629.00
Tye-ger,,,,,,,Solid,,500.00
Suhr,,,,,,,,,2899.00
PRS,,,,,,,,,4270.00
Luna,2014,N/A,N/A,unkown,six string,wood tone,hollow small / full scale fret board,Right-Handed,375.50
Dean Guitars,,,,,,,,,749.00
Ibanez,,,,,,,,,649.99
Schecter,,,,C-6 Plus,6 String,Charcoal Burst,Solid,,349.00
Fender Custom Shop,,,,,,,,,4250.00
Washburn,,Mahogany,,Washburn Parallaxe,6 String,White,Solid,,849.00
total Music Source,,,,,,,,,909.99
Fender,,Alder,,,,,Solidbody,,674.99
Fender,,,,,6 String,Multicolor,Solid,Right-Handed,500.00
Fender,,,,,6 String,,Solid,,1999.99
Ibanez,,,,,,,,,1999.99
ESP,,,,,,,,,1199.00
Dean,,,,,6 String,Black,Solid,,399.00
Sterling by Music Man,,,,,,,,,679.99
OM,2018,Solid Wood,,S1 Elite,6 String,Dark Charcoal Metallic,Solid,,1095.00
GJ2,,,,,,,,,1600.00
Fender Custom Shop,,,,,,,,,3850.00
Ibanez,,,,,,,,,1999.99
ESP,,,,,,,,,949.00
Dean,,,,,,,,,548.00
Undisclosed,,,,,,,,,1500.00
Schecter,,,,,6,White,Solid,,349.00
Godin,,,,,,,,,1879.00
Dean,,,,,,,,,899.00
Fender,,,,,,,,,1049.99
Giffin,,Solid Wood,,TT,6 String,Trans White,Solid,,2575.00
Jackson,2019,Basswood,Jackson X,,6 String,Orange,Solid,Right-Handed,699.99
Hagstrom,,,,,,,,,799.99
Dean,,,,,6 String,Tiger Eye,,,849.00
Dean,,Solid Wood,,Michael Amott Tyrant,6 String,Custom Splatter Graphic,Solid,,359.00
Esp Guitars,,,,H-1000,6 String,See Thru Black Cherry,Solid,,849.00
Supernova,,,,,,Red,,,875.00
Jackson,,,,,,,,,899.99
PRS,,,,,,,,,1999.00
Jackson,,,,,,,,,899.99
Jackson,,Alder,,DK2QHT,6 String,Tobacco Burst,Solid,Right-Handed,700.00
PRS,,,,,,,,,3679.00
Ibanez,,Sapele Laminate,,,,,Hollow Body,,349.99
PRS,,,,,,,,,4270.00
PRS,,,,,,,,,4450.00
Dean,,,,,6 String,Trans Amber,,,828.00
Yamaha,,,,,,,,,414.99
Legator,,,,,,,,,1199.00
Legator,,,,,,,,,1100.00
Dean,,,,Custom 750x,7 String,Black,,,519.99
Fender,2019,,Fender Vintera,Vintera '70s Stratocaster,6 String,Mocha,Solid,Right-Handed,949.99
Ibanez,,,,,,,,,1299.99
Ibanez,,,,,,,,,449.99
,,,,,,Red,,,1580.00
Jackson,,,,,,,,,699.99
Ibanez,,,,,12 String,,,,1019.00
Fender,,,,,,,,,1449.99
Dean,,Mahogany,,,6 String,,Solid,,549.00
D'Angelico,,,,,,,,,1299.00
Legator,,,,,,,,,999.00
Guild Guitars,,,,,,,,,599.00
Schecter,2019,,,1502,6,Brown,Solid,Right handed,899.00
Hagstrom,,,,Fantomen,,Black,,Right-Handed,899.00
Schecter Guitar Research,,,,,,,,,1049.00
Schecter,,,,,6,Black,Solid,,349.00
cielo,,Solid Wood,,,6 String,Blue,Solid,,299.99
Sterling by Music Man,,,,,,,,,629.99
PRS,2013,,,SE Nick Catanese,6-String,Scarlet Red,,Right-Handed,843.00
