Brand,Year,Material,ProductLine,Model,StringConfiguration,Color,BodyType,Hand,Price
ESP,,,,,,,,,659.12
Schecter,,,,,,,,,1119.00
Hagstrom,,,,,,,,,874.99
Fender,,Alder,,,,,Solidbody,,1749.99
Jackson,,,,,,,,,449.99
Fender,,Alder,,,,,Solidbody,,674.99
Fender,,,,,,,,,674.99
Ibanez,,,,,,,,,380.00
Schecter,,,,Reaper-7 Multiscale,7 String,Satin Inferno Burst,Solid,,949.00
Schecter Guitar Research,,,,,,,,,799.00
Schecter,,,,,,,,,839.00
Dean,,,,,7 String,Classic Black,,,1108.00
Fender,,,,,,,,,899.99
Schecter,,Mahogany,,,,,Solidbody,,949.00
Charvel,,,,,,,,,799.99
Fender,,Alder,,,,,Solidbody,,1224.99
Paul Reed Smith,,,,,,,,,818.00
,,,,,,,,,1388.00
Fender,,,,233-0600-000,,,,,449.99
Dean,,,,,6 String,Tiger Eye,,,828.00
total Music Source,,,,,,,,,998.99
,,,,,,,,,2500.00
Dean,,,,,6 String,Gloss Natural,,,1048.00
Schecter,2019,,,1297,6,Others,Solid,Right handed,1189.00
EVH,,Basswood,,,,,Solidbody,,549.99
Fender,2019,Mahogany,,,6 String,Brown,Hollow Body,Right-Handed,1999.99
Fender,,,,,,,,,349.99
Fender,,,,,,,,,746.88
Fender,,,,,,,,,549.88
Dean,,,,,,,,,599.00
Ibanez,,Mahogany,,,6 String,,Solid,,399.99
Fender,,,,,,,,,999.99
Fender,,,,,,,,,824.99
Dean,,,,,6 String,Silver,,,849.99
Schecter,2017,,,C-6 PLUS,6 String,Vintage Sunburst,Solid,,349.00
Fender,,Alder,,,,,Solidbody,,1999.99
Luna,,Maple,,,,,Semi-Hollow Body,,499.00
Washburn,,Basswood,,,,,Solidbody,,699.00
,,,,,,,,,496.88
Vintage,,,,,,,,,399.00
Dean,,,,,,,,,1249.00
Sterling by Music Man,,,,,,,,,649.99
EVH,,,,,,,,,999.99
D'Angelico,,,,,,,,,799.99
Schecter Guitar Research,,,,,,,,,1259.00
Schecter,,,,S-II Platinum,6 String,Silver,Solid,,699.00
Schecter,2019,,,Omen Extreme-6,6 String,Vintage Sunburst,Solid,Right-Handed,399.00
Jackson,,,,,,,,,949.99
Fender,,Alder,,,,,Solidbody,,824.99
Ibanez,,Linden,,,,,Hollow Body,,549.99
Fender,,Alder,,,,,Solidbody,,1649.99
D'Angelico,,,,,,,,,699.99
Washburn,,,,,,,,,799.00
Godin,,,,,6 String,,Solid,,1745.00
Fender,,Alder,,,,,Solidbody,,899.99
Jackson,,,,,,,,,299.99
Schecter Guitar Research,,,,,,,,,1119.00
ESP LTD,,,,,,,,,449.00
Dean,,,,,12 String,,Semi-Hollow,,469.00
ESP,,Mahogany,,,7 String,,Solid,,829.00
PRS,,,,,,,,,1299.99
Fender,,,,,,,,,1199.99
Dean,2019,,,Classic,7 String,Black,ML,,949.00
ESP,,,,,,,,,2299.00
Dean Guitars,,,,,,,,,699.00
Yamaha,,,,,,,,,399.99
Sublime Guitars,,,,,,,,,1149.00
Schecter,,,,,6,Purple,Solid,,1149.00
EVH,,Basswood,,,,,Solidbody,,949.99
Fender,,,,,,,,,1499.99
Fender,,Alder,,,,,Solidbody,,674.99
D'Angelico,,,,,,,,,1499.00
Dean,,,,RH12 TBK,12 String,Black,,,700.00
Hagstrom,,,,,,,,,799.99
ESP LTD,2019,,,LTL6QMTEB,6,Sunburst,Semi Hollow,Right handed,599.00
Fender,,,,,6 String,,Solid,,674.99
Fender,,Alder,,,,,Solidbody,,999.99
Dean Guitars,,,,,,,,,699.00
Fender,2001,,Fender Stratocaster,Custom,,,,Right-Handed,1950.00
D'Angelico Guitars,,Maple,,,,,Hollow Body,,1549.99
Fender,,Alder,,,,,Solidbody,,824.99
Jackson,,Poplar,,,,,Solidbody,,699.99
Fender,,,,,,,,,782.99
EVH,,Basswood,,,,,Solidbody,,549.99
Sublime Guitars,,,,,,,,,1249.00
Ernie Ball,,Solid Wood,,Mariposa,6 String,Pink,Solid,,2899.00
Sterling,2017,Mahogany,,,,,,,699.99
Dean,,,,ML 79 PG,6 String,Metallic Red,ML,,719.99
Schecter Guitar Research,,,,,,,,,1187.12
ESP,,,,,,,,,1899.00
Paul Reed Smith,,,,,,,,,1789.00
Fender,,,,,6 String,,Telecaster,,375.00
Fender,,,Fender Stratocaster,Classic Series,6 String,Daphne Blue,Solid,Right-Handed,824.99
Fender,,Alder,,,,,Solidbody,,1649.99
fernandes,1998,Solid Wood,,zo-3,6 String,Pink,Solid,Right-Handed,500000.00
PRS,,,,,,,,,4800.00
Dean,,,,ML 79,,Trans Brazilia,,,698.00
Ibanez,,,,,,,,,699.99
ESP,2008,,ESP LTD,H-401FM,6 String,Transluscent Black,,Right-Handed,679.00
Yamaha,,,,,,,,,399.99
Dean,,,,,,,,,649.00
Wylde Audio,,,,,,,,,1199.00
Hagstrom,,,,,,,,,899.99
Fender,,,,,,,,,674.99
Jackson,,,,,,,,,899.99
Hagstrom Guitars,,,,,,,,,319.99
total Music Source,,,,,,,,,1139.99
,,,,,6 String,Blue Sparkle,,,549.99
Guild,,,,,,,,,599.00
Schecter,,,,,,,,,855.88
D'Angelico,,,,,,,,,1299.99
Schecter,2019,,,Omen Extreme-6,6 String,Vintage Sunburst,Solid,Right-Handed,399.00
Hamer,,,,,,,,,799.99
Ibanez,,Alder,,,,,Solidbody,,1799.99
Sublime,,,,,,,,,589.00
Schecter Guitar Research,,,,,,,,,699.00
Dean,,,,MAB4,6 String,,,,529.99
Ibanez,,,,,,,,,899.99
Charvel,,,,,,,,,999.99
Dean,,Solid Wood,,Gran Sport,6 String,Trans Brazilia,Solid,,629.00
PRS,,,,,,,,,4200.00
Fender,,Alder,,Jeff Beck Stratocaster,6 String,,Solid,,1649.99
Fender,,Alder,,,6 String,,Solid,,824.99
Squier,,Mahogany,,,,,Solidbody,,399.99
Fender,,,,,,,,,746.88
Fender,,,,,,,,,1749.99
D'Angelico,,,,,,,,,778.48
Schecter Guitar Research,,,,,,,,,1089.00
Schecter,,,,C-1 Platinum,6 String,Black,Solid,,699.00
D'Angelico,,,,Deluxe DC,6 String,Matte Plum,Semi-Hollow,Right-Handed,1469.00
Fender,,,,,,,,,1419.01
D'Angelico,,,,,,,,,1899.99
Schecter,,,,,,,,,1149.00
Fender,,,,,,,,,782.99
Gretsch,,,,,,,,,599.00
Schecter Guitar Research,,,,,,,,,699.00
Fender,,,,,,,,,1099.99
Dean,,,,MAB4,,,,,449.00
Dean,,,,,6 String,,,,578.00
Washburn,,Solid Wood,,LP Special style,6 String,Custom carved and painted,Solid,,900.00
Ibanez,2019,,,RGD61ALSSB,,Sapphire Blue Burst,RG,Right-Handed,989.99
FRIEDMAN,,,,BUTTERSLAX HEAD,,,,,3258.99
Fender,,Alder,,,,,Solidbody,,674.99
Sterling by Music Man,,,,,,,,,603.48
Fender,,Alder,,,,,Solidbody,,924.99
Seymour Duncan,,,,,,Sonic Blue,Solid,,300.00
G&L,,,,,6 String,Black,Solid,Right-Handed,599.00
Ovation,,Spruce,,,6 String,,Solid,,839.00
Ibanez,,,,,,,,,549.99
Dean,,,,Dime Razorbolt Black Silver,,,,,849.00
Yamaha,,,,,,,,,999.99
Yamaha,,,,,,,,,414.99
Schecter Guitar Research,,,,,,,,,979.00
Seymour Duncan,,,,,,Sonic Blue,Solid,,300.00
Fender,,Alder,,,,,Solidbody,,674.99
Ibanez,,,,,,,,,499.99
Fender,,,,,,,,,1549.99
Godin,,,,,,,,,1595.00
Dean,,,,,6 String,Trans Brazilia,,,699.00
ESP,2018,Mahogany,,,,,,,449.00
Dean,,,,,6 String,,,,549.00
D'Angelico,,,,Deluxe SS,6 String,Matte Powder Blue,Semi-Hollow,Right-Handed,1999.99
Schecter Guitar Research,,,,,,,,,1119.20
Ibanez,,,,,,,,,799.99
Washburn,,Ash,,,,,Solidbody,,799.00
Ibanez,,Ash,,,,,Solidbody,,1199.99
Yamaha,,,,,,,,,499.99
ESP,,,,,,,,,1099.00
Schecter,,,,,,,,,899.00
Dean,,,,,,,,,699.00
Schecter Guitar Research,,,,,,,,,1119.00
Fender,,,,,,,,,1549.99
Fender,,,,,,,,,1449.99
,,,,,,,,,749.88
Schecter,,,,,,,,,1189.00
Epiphone,,,,,,,,,567.88
Fender,,Alder,,,,,Solidbody,,499.99
Hagstrom,2006,Mahogany,,,6 String,,,Right-Handed,500.00
Dean Guitars,,,,,,,,,469.00
Schecter,,,,,,,,,1189.00
Jackson,,,,,,,,,499.99
Yamaha,,,,,,,,,299.99
Tom Anderson,,,,,,,,,3335.00
Dean,,,,,,,,,359.20
Ibanez,,Mahogany,,RG,6 String,,Solid,,399.99
Guild,,,,,,,,,1199.00
Gretsch,,,,,,,,,599.00
Ibanez,,Mahogany,,,,,Solidbody,,429.99
Epiphone,,,,ES-339,6 String,Cherry,Semi-Hollow,Right-Handed,399.95
Schecter,,,,,,,,,1149.00
Fender,,Alder,,,,,Solidbody,,674.99
Dean,,,,TB DLX TAM,6 String,Amber,,,929.00
Dean,,,,,6 String,,,,578.00
Dean Guitars,,,,,,,,,629.00
Jackson,,,,SL2P,6 String,Blue,Solid,Right-Handed,777.77
Unbranded,2019,Mahogany,,,6 String,Same as photo,Solid,,325.00
Daisy Rock,,,,,,,,,399.00
Gretsch,,Mahogany,,,,,Semi-Hollow Body,,549.99
Fender,,Alder,,,,,Solidbody,,499.99
Godin,,,,,,,,,1295.00
Allen Eden Guitars,2019,Paulownia,,Riverside,6 String,Purple Sparkle,Solid,Right-Handed,549.99
Magneto,,Solid Wood,,Sonnet,6 String,Pacific Blue,Solid,,2849.99
Ibanez,,,,,,,,,699.99
Yamaha,,,,,,,,,399.99
Dean,,,,MAB4,,,,,449.00
Dean,,,,,,,,,899.00
Unbranded,,,,,,,,,1800.00
Schecter Guitar Research,,,,,,,,,399.00
Fender,,Alder,,,,,Solidbody,,699.99
Jackson,,Mahogany,,,,,Solidbody,,849.99
Gold Tone,,,,,,,,,472.50
Ibanez,,,,,,,,,289.99
Schecter Guitar Research,,,,,,,,,899.00
Sterling by Music Man,,,,,,,,,299.99
ESP,,Mahogany,,,7 String,,Solid,,829.00
Dean,,,,,6 String,,V,,639.00
Schecter,,,,Banshee-6 FR Extreme,6 String,Charcoal Burst,Solid,,463.00
Jackson,,,,,,,,,749.99
Fender,,,,,,,,,746.88
Yamaha,,,,,,,,,389.88
Jackson,,Poplar,,Kelly JS32,6 String,Snow White,Solid,,299.99
Ibanez,,Maple,,,,,Hollow Body,,399.99
Fender,,,,,6 String,,Solid,,674.99
ESP,,Mahogany,,LEC257BLKS,7 String,Black Satin,Solid,Right-Handed,449.00
Schecter Guitar Research,,,,,,,,,1069.00
Schecter,,,,,,,,,699.00
total Music Source,,,,,,,,,859.99
Floyd Rose,,Solid Wood,,Floyd Rose,6 String,Trans Blue,Solid,,700.00
Hagstrom,,,,,,,,,769.99
ESP,,,,,,,,,449.00
Dean Guitars,,Mahogany,,,,,Solidbody,,629.00
,,,,,,,,,1259.00
,,,,,,,,,488.88
Jackson,,,,,,,,,599.99
Esp Guitars,,Maple,,EC-256,6 String,Snow White,Solid,,399.00
Dean,,,,V 79,6 String,Blue Burst,V,,698.00
Legator,,,,,,,,,699.00
Ibanez,,,,,,,,,1499.99
Ovation,,,,,6 String,,,,1189.00
Dean,,,,,,,,,429.88
Danelectro,,,,,,,,,799.00
Schecter,,Ash,,,,,Semi-Hollow Body,,1329.00
Jackson,,Poplar,,,,,Solidbody,,299.99
Gretsch,,Maple,,,,,Semi-Hollow Body,,899.99
Fender,,,,,,,,,874.99
Schecter,,Mahogany,,,,,Solidbody,,879.00
ESP,,,,,,,,,923.12
Michael Kelly,,,,,6 String,,,,599.99
Tom Anderson,,,,,,,,,3175.00
Yamaha,,,,,,,,,699.99
Fender,,Alder,,,,,Solidbody,,674.99
Yamaha,,,,,,,,,389.88
Ibanez,,,,,,,,,499.99
Charvel,,Alder,,,,,Solidbody,,899.99
Dean,,,,,,,,,399.00
total Music Source,,,,,,,,,1138.99
Jackson,,,,,,,,,799.88
Jackson,,Mahogany,,,,,Solidbody,,999.99
Ibanez,,,,,,,,,299.99
Ibanez,,Mahogany,,,,,Solidbody,,699.99
Fender,,Alder,,,,,Solidbody,,700.00
Fender,,Basswood,,,,,Solidbody,,1299.00
Guild Guitars,,,,,,,,,849.00
EVH,,Basswood,,,,,Solidbody,,549.99
Schecter,,,,,,,,,1069.00
Schecter,,,,,,,,,899.00
GnL,,,,,6,,Solid,,549.99
Legator,,,,,,,,,1029.00
Dean,,,,,6 String,Trans Black,,,798.00
Dean,,,,,6 String,Brown,,,558.00
ESP,,,,,,,,,1099.00
Ibanez,,Mahogany,,,,,Solidbody,,1399.99
Ibanez,,,,,,,,,1799.99
Schecter,,,,,,,,,1049.00
ESP,,,,,,,,,449.00
Fender,,,,Limited Edition '59 special,6 String,Aged Olympic White,Solid,,4150.00
ESP,,,,,,,,,1099.00
Legator,,,,,,,,,699.00
Yamaha,,,,,,,,,699.99
total Music Source,,,,,,,,,849.00
ESP,,,,,,,,,1049.00
Danelectro,,,,,,,,,699.00
Ibanez,,,,,,,,,399.99
Jackson,,Mahogany,,,,,Solidbody,,899.99
,,,,,,,,,547.88
Yamaha,,Nato,,RS420FRD,6 String,Fire Red,Solid,,499.99
Ibanez,,,,,,,,,349.99
PRS,,,,,,,,,899.00
D'Angelico Guitars,,,,,,,,,799.99
PRS,,,,,,,,,2199.00
Ibanez,,,,,,,,,499.99
,,,,,,,,,404.88
Ibanez,,,,,,,,,367.88
Epiphone,,,,,6 String,Black,,Right-Handed,600.00
Ibanez,,,,,,,,,1499.99
Ibanez,,,,RGAIX6FM,6 String,White Frost Flat,Solid,,899.99
Yamaha,,,,,,,,,499.99
Ibanez,,,,AF75FM-TBL Blue Electric Guitar With Case,,,,,449.99
Yamaha,,,,,,,,,649.99
Dean,,,,Z X FM,6 String,Red,,,399.00
,,,,,,,,,490.88
Fender Squier,,Alder,Squier Telecaster J5,J5 Telecaster,6 String,Frost Gold,Solid,Right-Handed,449.99
Fender,,,,,,,,,1449.99
Harmony,1966,Solid Wood,,H-41,6 String,Sunburst,Hollow,,395.00
Fender,,Basswood,,,,,Solidbody,,1749.99
Ibanez,,Maple,,,,,Semi-Hollow Body,,999.99
ESP,,,,,,,,,749.00
Fender,,,,,6 String,White,Solid,,1949.99
Schecter Guitar Research,,,,,,,,,369.00
Daisy Rock,,,,,,,,,419.99
ESP,,Solid Wood,,H-401FM,6 String,Cherry Sunburst,Solid,,469.00
Sterling by Music Man,,,,,,,,,899.99
G&L Guitars,,,,,,,,,509.00
Fender,,,,American Professional Series Jaguar,6 String,Antique Olive,Solid,Right-Handed,1549.99
,,,,Custom,,,,,999.00
ESP,,,,,,,,,1999.00
ESP,,,,,,,,,1499.00
Dean Guitars,2016,Solid Wood,,Icon Flame Top - Trans Amber,6 String,Trans Amber,Solid,,749.99
PRS,,,,,,,,,3600.00
Dean,,,,,6 String,Brown,,,558.00
Washburn,,,,,,,,,999.00
Dean Guitars,,Mahogany,,,,,Solidbody,,749.00
Charvel,,,,,,,,,2899.99
Ibanez,,,,,,,,,899.99
Ibanez,,,,,,,,,523.88
Fender,,,,,,,,,1449.99
total Music Source,,,,,,,,,1059.00
Dean,,,,,6,White,,,649.00
Schecter,,,,,,,,,899.00
Schecter,,,,,,,,,899.00
Dean,,,,Eric Peterson Z Floyd,6 String,Classic Bllack,,,1249.00
G&L,,,,,,,Solid,,1499.00
Zivix,2016,,,Jamstik+ (Bluetooth),6 String,Black,,,299.99
Paul Reed Smith,,,,,,,,,2298.00
Michael Kelly,,,,,,,,,467.88
Fender,,Alder,,,,,Solidbody,,674.99
ESP,2018,,,H3-1000,6 String,See Thru Purple Sunburst,Solid,,999.00
Jackson,,Nato,Jackson X,,6 String,Black,Solid,Right-Handed,699.99
Legator,,,,,,,,,749.99
Ibanez,,,,,,,,,399.99
Dean,,,,,,,,,749.00
ESP Guitars,,,,,,,,,799.00
Dean,,,,,,,,,443.88
Charvel,,Alder,,,,,Solidbody,,899.99
,,,,,,,,,503.88
Guild Guitars,,,,,,,,,849.00
Schecter Guitar Research,,,,,,,,,489.00
Gretsch,,,,,,,,,2199.99
Jackson,,,,,,,,,899.99
ESP,2018,,,Volsung,6 String,Distressed Black Satin,Solid,,1149.00
Schecter,2008,Solid Wood,Schecter,Hellraiser C-1 FR,6 String,Black,Solid,Right-Handed,899.00
Ibanez,,Mahogany,,,,,Solidbody,,599.99
ESP,,,,,,Black,,,799.99
Ibanez,2016,,,RGIR38BFEBK,8 String,Black Flat,RG,,999.99
Fender,2010,Alder,Fender Stratocaster,Custom,5 String,Natural Ash,Solid,Right-Handed,2195.00
Ibanez,,,Artcore,Artcore AS73,6 String,Mint Blue,Semi-Hollow,Right-Handed,399.00
Fender Squier,,Alder,Squier Telecaster J5,J5 Telecaster,6 String,Frost Gold,Solid,Right-Handed,449.99
Jackson,,,,,,,,,499.99
G&L,,,,,,,,,1499.99
ESP,,,,,,,,,1749.00
Schecter,,,,,6,Black,Solid,,1189.00
Ibanez,,,,,,,,,1999.99
D'Angelico Guitars,,,,,,,,,1299.99
Ibanez,,Maple,,,,,Semi-Hollow Body,,649.99
Schecter Guitar Research,,,,,,,,,979.00
Guild Guitars,,,,,,,,,599.00
PRS,,,,,,,,,849.00
Dean,,,,,6 String,Resurrection Graphic,,,699.00
ESP,,,,EC-10001 FR,6 String,Black,Solid,,999.00
Ibanez,,,,,,,,,399.99
Sterling by Music Man,,,,,,,,,699.99
Jackson,,,,,,,,,599.99
Charvel,,,,,,,,,2799.99
Yamaha,,,,,,,,,499.99
Michael Kelly,,,,,,,,,488.88
Prestige,,,,Custom Deluxe,6 String,Metallic Charcoal,Solid,,899.00
Mitchell,,,,,,,,,329.99
Ibanez,,Ash,,,,,Solidbody,,999.99
ESP,,,,,,,,,799.00
Ibanez,,,,,,,,,499.99
Schecter,,Basswood,,,7 String,,Solid,,419.00
Dean,,,,,,,,,1149.00
Schecter Guitar Research,,,,,,,,,369.00
Squier,,,,,,,,,322.24
AXL,,Solid Wood,,Custom,6 String,Orange,Solid,,435.00
Danelectro,,,,12-String,12 String,Black,Semi-Hollow,Right-Handed,449.00
Gretsch,,Maple,,,,,Hollow Body,,849.99
Fender,,,,,,,,,1449.99
ESP,,,,,,,,,449.00
Dean,,,,,,,,,599.00
G&L,,,,,,,,,599.99
ESP,,,,,,,,,1199.00
Dean,,,,,,,,,449.00
Ibanez,,,,,,,,,499.99
ESP,,,,,,,,,1199.00
Ibanez,,,,,,,,,1299.99
Ibanez,,Mahogany,,,,,Solidbody,,399.99
Dean Guitars,,,,,,,,,449.00
Sterling by Music Man,,,,,,,,,699.99
PRS,,,,,,,,,1349.99
Schecter,,,,,6 String,,,,429.99
RJP,,,,,,,Solid,,1600.00
Dean,,,,V 79,6 String,Blue Burst,V,,698.00
Jackson,,,,,,,,,599.88
Ibanez,,,,,,,,,299.99
Ibanez,,Basswood,,,,,Solidbody,,899.99
Taylor,,,,,,,,,2299.00
Ibanez,,Mahogany,,,6 String,White,Solid,,449.99
Guild Guitars,,,,,,,,,1199.00
Jackson,,,,,,,,,349.99
ESP,,,,,,,,,949.00
Gretsch Guitars,,,,,,,,,449.99
Hagstrom,,,,Fantomen,,Black,,Right-Handed,799.00
Schecter,,Basswood,,,7 String,,Solid,,419.00
Schecter Guitar Research,,,,,,,,,719.20
Fender,,,,,,,,,746.88
Jackson,,,,,,,,,551.88
,,,,,,,,,759.88
Ibanez,,,,,,,,,285.88
Zemaitis Guitars,,,,,,,,,1199.20
Paul Reed Smith,,,,,,,,,4279.00
Ibanez,,,,,,,,,599.99
Gretsch Guitars,,,,,,,,,549.99
Fender,,,,American Performer Mustang - 3-Color Sunburst,,,,,1099.99
Hagstrom,,,,SUVIK-DBS,,,,,749.00
Fender,,Alder,Fender Jazzmaster,,,White,,,1199.99
Dean,,,,,,,,,629.00
Jackson,,,,,,,,,1149.99
Fender,,,,,,,,,1949.99
Fender,,,,,,,,,674.99
Hamiltone,,Solid Wood,,Surf Green,6 String,Surf Green,Solid,,1299.00
Fender,,,,,,,,,899.99
Fender,2018,,,,,Black,,,674.99
ESP LTD,,,,,,,,,549.00
PRS,,,,,,,,,4200.00
Godin,,,,,,,,,1595.00
,,,,,,,,,1272.88
Ibanez,,Maple,,,6 String,,,,399.99
Fender,,,,,,,,,674.99
Hamiltone,,Solid Wood,,Surf Green,6 String,Surf Green,Solid,,1299.00
Fender,,Alder,,,,,Solidbody,,1949.99
Fender,,,,,,,,,1549.99
G&L,2018,,,Legacy,6 String,Blonde,,Right-Handed,1499.00
Fender,,,,,,,,,4450.00
Dean,,,,,,,,,1149.00
Gretsch,2019,Maple,,,6 String,Green,,Right-Handed,899.99
Ernie Ball Music Man,,,,,,,,,2679.99
Jackson,,,,,,,,,799.99
ESP Guitars,,,,,,,,,1899.00
Squier,,,,,,,,,287.88
Jackson,,Mahogany,,,,,Solidbody,,1099.99
,,,,,,,,,329.00
Maegen Wells,2013,,,,6 String,,Hollow,Right-Handed,4545.00
Fender,,,,,,,,,674.99
Fender,,,,,,,,,1499.99
total Music Source,,,,,,,,,849.99
Dean,,,,,6 String,,,,529.00
Fender,,Alder,,,,,Solidbody,,499.99
Ibanez,,,,,,,,,449.99
Ibanez,,Mahogany,,,6 String,,Solid,,399.99
Squier,,,,,,,,,399.99
Fender,,,,,,,,,740.88
Hagstrom,,,,,,,,,649.99
Dean Guitars,,,,,,,,,899.00
Peavey Blowout,,,,PEV13-3014040-SLEE1,6 String,,Solid,,1999.99
Esp Guitars,,Mahogany,,H-401M,6 String,Natural Satin,Solid,,749.00
Schecter Guitar Research,,,,,,,,,1259.00
Dean Guitars,,Solid Wood,,Michael Angelo Batio,6 String,Black,Solid,,475.00
Ibanez,,Maple,,,,,Hollow Body,,499.99
Gibson,1976,Maple,Bolt-On Neck,Vintage,6 String,Wine Red,Solid,Right-Handed,1699.00
Dean Guitars,,Mahogany,,,,,Solidbody,,549.00
Gretsch,,,,,,,,,449.99
Ibanez,,,,AMV100DG Black Low Gloss,,,,,949.99
Fender Custom Shop,,,,,,,,,3850.00
Ibanez,,,,,,,,,1999.99
ESP,,,,,,,,,949.00
Dean,,,,,,,,,548.00
Gibson,1976,Maple,Bolt-On Neck,Vintage,6 String,Wine Red,Solid,Right-Handed,1699.00
Fender,,,,,,,,,674.99
Martin,,,,,,,,,39999.00
Fender,,,,,,,,,746.88
Fender,,Alder,,,,,Solidbody,,999.99
Fender,,,,Player Stratcoaster Plus Top,6-String,,,,699.99
,,,,BORDER 666,,,,,1499.00
PRS,,,,,,,,,4450.00
Ibanez,,,Ibanez RG,,,,,,399.99
ESP,,,,,,,,,1249.00
Magneto,,Solid Wood,,Sonnet,6 String,Pacific Blue,Solid,,2849.99
Dean Guitars,,,,,,,,,949.00
Fender,,Mahogany,,,6 String,Black,Solidbody,Right-Handed,1499.99
,,,,KING V JS32T,,,,,379.99
EVH,,Basswood,,,,,Solidbody,,999.99
ESP LTD,,,,,,,,,599.00
D'Angelico,,,,,,,,,703.99
Jackson,,,,,,,,,849.99
Yamaha,,,,,,,,,499.99
Dean,,,,Custom 350,6 String,Red,Solid,,479.99
Schecter,,,,,6,,,,819.00
Danelectro,,,,D66-3TS,6 String,3 Tone Sunburst,Semi-Hollow,,699.00
Schecter Guitar Research,,,,,,,,,629.00
Ibanez,,Maple,,,,,Hollow Body,,649.99
Jackson,,,,,,,,,349.99
Fender,,,,,,,,,534.88
Ibanez,,Linden,,,,,Hollow Body,,499.99
ESP,,,,,,,,,749.00
ESP,,Mahogany,ESP LTD,LEC401BLK,6 String,Black,Solid,Right-Handed,749.00
Fender,2017,Alder,,,,,,,1124.99
PRS,,,,,,,,,4270.00
Schecter,2019,,,3055,6,Red,Solid,Right handed,1189.00
Schecter,,,,E-1 SLS Elite,6 String,Antique Fade Burst,Solid,,1259.00
Ibanez,,Mahogany,,,,,Solidbody,,799.99
Schecter,,Mahogany,,,,,Solidbody,,1139.00
Jackson,,,,,,,,,299.99
Ibanez,,,,,12 String,,,,1019.00
Epiphone,,,,,,,,,480.88
Fender,,,,,6 String,,Solid,,1999.99
Ibanez,,,,,,,,,1999.99
ESP LTD,,,,LVOLSUNGDBLKS,6,Black,Solid,,1149.00
Dean,,,,,,,,,599.00
Sterling by Music Man,,,,,,,,,679.99
Fender,,,,,,,,,1299.00
Charvel,,,,,,,,,2799.99
Schecter,,,,,,,,,285.88
Suhr,,,,,,,,,3299.00
Gretsch,,,,,,,,,299.99
Yamaha,,,,,,,,,749.99
ESP LTD,,,,,6,Black,Solid,,1099.00
Legator,,,,,,,,,1199.00
ESP,2018,,,Volsung,6 String,Distressed Black Satin,Solid,,1149.00
Schecter,,,,,6,Blue,Solid,,699.00
Fender,2017,,,American Elite Stratocaster,6-String,Champagne,,,1949.99
Dean,,,,,,,,,489.00
Jackson,,,,,,,,,732.88
Epiphone,,,,,6 String,Black,,Right-Handed,395.00
Ibanez,,,,,,,,,649.99
Gretsch,,Maple,,,,,Hollow Body,,849.99
Danelectro,,,,,,,,,499.00
Dean,,,Dean ML,ML 79,6 String,,Solid,Right-Handed,599.00
Alvarez,,,,,,,,,999.00
Music Palace,,Mahogany,,Custom,,White,,Right-Handed,300.00
Ibanez,2017,Basswood,,,,,,,1299.99
Ibanez,,,,,,,,,499.99
Artinger,,,,Custom,,,,,9179.00
Godin,,,,,,,,,1750.00
Danelectro,,Laminate,,66T,6 String,Transparent Blue,Semi-Hollow,,749.00
EVH,,Basswood,,,,,Solidbody,,1099.99
Fender,,Alder,,,,,Solidbody,,674.99
Gretsch Guitars,,,,,,,,,2699.99
Ibanez,,,,,,,,,1199.99
Fender,,,,American Professonial,6 String,Sonic Gray,,,1449.99
Fender,,,,,,,,,1449.99
Fender,,,,,6 String,,Solid,,1949.99
D'Angelico,,,,,,,,,599.99
ESP,,,ESP LTD,H-1000,6 String,See Thru Black Cherry,Solid,,949.00
ESP Guitars,,,,,,,,,709.00
G&L,,,,,,,,,409.99
,,,,,,,,,488.88
Ibanez,,,,,,,,,399.99
Suhr,,,,,,,,,2999.00
Dean,,,,,6 String,Black,Solid,,399.00
Ibanez,,,,,6,Blue,,,399.99
Dean,,,,,,,,,849.00
PRS,,,,,,,,,819.00
Fender,2017,,,American Elite Stratocaster,6-String,Champagne,,,1949.99
ESP,,,,,,,,,449.00
G&L,,,,,,,,,1599.99
Fender,,,,,,,,,746.88
Charvel,,,,,,,,,708.88
Reverend,,,,,,,,,778.88
Suhr,,,,,,,,,2799.00
Schecter Guitar Research,,,,,,,,,1259.00
yamaha,,,,,,,,,349.00
Epiphone By Gibson,2002,,EPIPHONE,custom,,Black,,Right-Handed,600.00
ESP,,,,,,,,,1099.00
Fender,,Alder,,,6 String,,Solid,,299.99
Hagstrom,,,,,,,,,799.99
Eastwood,,,Sidejack,Sidejack DLX,6 String,Greenburst,Solid,Right-Handed,549.00
Alvarez,1990s,maple neck,,Aev-410 Villain Professional Electric,6 String,Red,Hardbody,Right-Handed,550.00
Fender,,,,,,,,,674.99
PANGO,2018,Solid Wood,,PLP-009,6 String,Multi-Color,Solid,,325.00
EVH,,,,,,,,,549.99
Jackson,,Mahogany,,,,,Solidbody,,499.99
Yamaha,,,,,,,,,599.99
PRS,2018,Maple,,,,,,,959.00
Schecter,,,,C-1 Apocalypse,6 String,Rust Grey,Solid,,871.00
Fender Custom Shop,,,,,,,,,3600.00
Does not apply,,,,,,,,,4200.00
Fender,,,,,,,,,1549.99
Danelectro,,,,,,,,,469.00
Gretsch,,,,,,Green,Semi-Hollow,,750.00
Schecter,,,,,,,,,799.00
