Brand,Year,Material,ProductLine,Model,StringConfiguration,Color,BodyType,Hand,Price
Schecter,,,,,,,,,299.00
Schecter,,,,,6,,,,1259.00
Fender,2019,Alder,,Stratocaster,6 String,Arctic White,Solid,Right-Handed,1099.99
Ernie Ball Music Man,,,,,,,,,2999.00
Schecter,,,,,6,,,,999.00
Schecter,,,,,8,,,,769.00
Michael Kelly,,,,,,,,,399.99
Fender,,,,,,,,,4100.00
Hagstrom,,,,FANT-WHT,,,,,799.99
,,,,,,,,,1409.88
Paul Reed Smith,,,,,,,,,828.00
Jackson,,Basswood,,,,,Solidbody,,299.99
Suhr,,Alder,,Ian Thornley Signature Series JM,6 String,Seafoam,Solid,,3495.00
,,,,SOLOIST,,,,,699.99
LUNA,,,,SingleCut,6 String,Brown,Solid,Right-Handed,660.00
Schecter,2017,,,SCHECTER1743,6,Other,Solid,Right handed,1259.00
GnL,,,,,6,,,,1799.00
Squier,,,,,,,,,449.99
Ibanez,,Ash,,,,,Solidbody,,499.99
Ibanez,,,,,,,,,782.99
ESP Guitars,,,,,,,,,1299.00
PANGO,2018,Solid Wood,,PLP-004,6 String,Multi-Color,Solid,,367.00
Jackson Guitars,,,,,,,,,599.99
PRS,,,,,,,,,4300.00
Ibanez,,,,,,,,,1499.99
ESP LTD,,,,,6,,Solid,,769.00
Schecter,2019,,,1503,6,Black,Solid,Right handed,899.00
ESP LTD,2019,,,LEC1001TCTMSW,6,White,Solid,Right handed,1099.00
B C RICH,,,,,,,,,499.99
,,,,,,,,,399.00
Ibanez,,Mahogany,Ibanez RG,RG450DXB,6 String,White,Solid,,499.95
Fender,,,,Eric Johnson,6 String,Vintage White,Solid,,1999.99
Yamaha,,,,,,,,,299.99
Schecter,2019,,,3053,6,Red,Solid,Right handed,1189.00
Schecter,,,,,6,,,,1119.00
Dean,,,,,6,Others,,,449.00
Jackson,,,,,,,,,719.99
ESP,,,,,,,,,1299.00
Ernie Ball Music Man,,,,,,,,,2999.00
Skervesen Guitars,,,,,,,,,4299.00
Dean,,,,,,,,,329.88
Mayones Guitars,,,,,,,,,2813.00
EVH,,Basswood,,,,,Solidbody,,949.99
Fender,,,,,,,,,1099.99
Schecter,2019,,,1511,7,Brown,Solid,Right handed,949.00
ESP LTD,,,,LEC1000SBLKF,6,Black,Solid,,949.00
Schecter,,,,,6,White,Solid,,839.00
ESP,,,,,,,,,949.00
Dean Guitars,,Flame Maple,,Rusty Cooley RC7X,7 String,Trans Blue,Double Cutaway,,1299.00
total Music Source,,,,,,,,,959.99
PRS,,,,,,,,,1083.88
Wylde Audio,,,,,,,,,999.00
Suhr,,,,,,,,,2799.00
Epiphone,,,,DC Pro,,,Solid,Right-Handed,579.99
Ibanez,,,,,,,,,449.99
ESP,,,,,,,,,1249.00
Schecter,,,,,7,Red,Solid,,1019.00
Dean,,,,,6,Sunburst,,,699.00
Schecter,,Basswood,,,7 String,Black,Solid,,419.00
ESP LTD,,,,,6,,Solid,,449.00
EVH,,,,,,,,,1549.99
Fender,,Alder,,,,,Solidbody,,524.99
Epiphone,,,,,,,,,724.88
Ibanez,,Nyatoh,,,,,Solidbody,,1099.99
Yamaha,,,,,,,,,589.00
ESP,,,,,6,,Solid,,6999.00
ESP,,,,,6,,Solid,,4499.00
Ibanez,,,,,,,,,1000.00
ESP,,,ESP LTD,EC-1000T Fluence,6 String,Honey Burst Satin,Solid,Right-Handed,999.00
PRS,2019,Carved Figured Maple,,Special 22 Semi-Hollow,6 String,Trampas Green,Semi-Hollow,Right-Handed,3849.99
Ernie Ball Music Man,,,,,,,,,2349.00
Suhr,,,,,,,,,2799.00
Fender,,,,,,,,,674.99
Schecter,,,,,,,,,1369.00
Ibanez,,,,,,,,,1799.99
Vintage,,,,,,,,,449.00
D'Angelico,,,,,,,,,1359.99
Ibanez,2018,Mahogany,,,,,,,649.99
ESP Guitar,,,,ESP-PACKAGE-555,6 String,Black,,,999.00
Fender,2019,Alder,Fender Telecaster,Telecaster,6 String,Vintage White,Solid,Right-Handed,1099.99
Gretsch Guitars,,,,,,,,,899.99
Schecter,2016,,,1262,7,Brown,Solid,Right handed,1049.00
Schecter Guitar Research,,,,,,,,,539.00
ESP,,,,Viper-1000,6 String,,Solid,,1300.00
Schecter,,,,,,,,,390.88
Fender,,,,,,,,,1099.99
Gretsch,,Mahogany,,,,,Semi-Hollow Body,,549.99
Ibanez,2019,Mahogany,,SA460QM,6,Stained Sapphire Blue,Solid,Right-Handed,1099.99
Ernie Ball Music Man,,,,,,,,,3499.00
Dean,,,Dean ML,ML 79,6 String,Trans Brazilia,Solid,,549.00
Ernie Ball,,,,,,,,,2899.00
Dean,,Maple,,,6 String,Sunburst,Solid,,549.00
Schecter,,,,,,,,,1469.00
Yamaha,,,,,,,,,649.99
Jackson Guitars,,,,,,,,,299.99
Fender,,,,,,,,,399.99
Suhr,,,,,,,,,2799.00
Ernie Ball,,,,,,,,,2564.10
Ibanez,,,,,6 String,,,,1000.00
Dean Electric Guitars,,,,ICONX SGD,,,,,299.00
PAUL REED SMITH,,,,SE CUSTOM,,,,,749.95
ESP Guitar,,,,EC-401,6 String,Black,Solid,,749.00
Does not apply,,,,,,,,,3399.00
Schecter,,,,Keith Merrow KM-7 MK-II,7 String,Natural Pearl,Solid,,1175.00
EVH,,,,,,,,,1549.99
PRS,,,,,,,,,589.00
Ibanez,,,,,,,,,1099.99
Dean Guitars,,,,,,,,,899.00
Squier,,,,,,,,,399.99
Schecter,,,,,7,,,,1049.00
ESP LTD,,,,,6,Red,Solid,,949.00
Schecter,2019,,,1295,6,Red,Solid,Left handed,1379.00
The Loar,,,,,,,,,699.99
Schecter,,,,,7,,,,1049.00
Fender,1977,Ash,,Precission bass,4 String,Sun burst,Solid,Right-Handed,1979.00
Jackson,,,,,,,,,732.88
Gretsch,,,,,,,,,999.99
Suhr,,,,,,,,,2799.00
Dean Guitars,,,,,,,,,299.00
Ibanez,,,,,,,,,1399.99
Ernie Ball Music Man,,,,,,,,,3499.00
ESP LTD,,,,,6,,Solid,,1199.00
Unbranded,2019,,,EC-256,6 String,White,Solid,Right-Handed,399.00
ESP,,,,,6,,Solid,,3299.00
Schecter,,,,,6,Natural,Solid,,1299.00
D'Angelico,2015,,Excel Series,Excel SS,6 String,Vintage Sunburst,Hollow,Left-Handed,899.00
Yamaha,,,,,,,,,749.99
Fender,,,,,,,,,1277.88
Ibanez,,,,,,,,,1799.99
Danelectro,,,,,6 String,Sea Foam Green,Semi-Hollow,,399.00
Squier,,,,,,,,,349.99
Schecter,2016,,,862,6,White,Solid,Right handed,699.00
ESP,,,,,,,,,1599.00
Caparison,,,,Horus,6 String,Black,Solid,Right-Handed,1399.99
Fender Custom Shop,,,,,,,,,4250.00
total Music Source,,,,,,,,,559.99
Soultool,2016,,,Laguz The Junior,6 String,Black,Solid,,2995.00
Fender,,Alder,,,6 String,,Solid,,1749.99
Washburn,,,,,,,,,799.00
Gretsch,,,,,,,,,649.99
Yamaha,,,,,,,,,649.99
NO BRAND,,,,,,,,,348.45
ESP,,Mahogany,,LTD Iron Cross Snow White w/ Case,6 String,,Solid,,1249.00
Paradox customs,2019,Mahogany,,1,6 String,Mahogony wth purple resin,Tele-style,Right-Handed,1600.00
Fernandes,,,,Stratocaster,6 String,2-Tone Sunburst,Solid,Right-Handed,799.99
ESP,,,,,6,,Solid,,6999.00
Fender,,,,,,,,,349.99
Fender,,Alder,,,6 String,,Solid,,1749.99
Fender,,Alder,,,,,Solidbody,,2099.99
Fender,,,,,,,,,349.99
Danelectro,,Laminate,,59M NOS+,6 String,Black,Semi-Hollow,,429.00
Dean,,,,,6,Black,,,349.00
Schecter,2017,,,277,6,Black,Solid,Right handed,879.00
Schecter,,,,C-1 KOA,,wood,Solid,,1264.97
ESP,,,,,,,,,899.00
D'Angelico,,,,,,,,,1599.20
Jackson Guitars,,,,,,,,,999.99
ESP,,,,,,,,,799.00
,,,,,,,,,607.88
Gibson,,,,Melody Maker,,,,,1350.00
ESP,,Solid Wood,,LTD EC-1000ET/FM/STBLK,6 String,See Thru Black,Solid,Right-Handed,1099.00
Schecter,,,,Banshee Elite-6 FR S,6 String,Cat's Eye Pearl,Solid,,1007.00
Ernie Ball,,,,,,,,,3499.00
Schecter,2017,,,Solo-6B,6 String,Silver Sparkle,Solid,,799.00
Yamaha,,,,,,,,,599.99
D'Angelico,,,D'Angelico Deluxe,Deluxe DC,6 String,Matte Powder Blue,Semi-Hollow,Right-Handed,1469.00
Paul Reed Smith,2019,,American Standard,000-18,6 String,Beige,,Right-Handed,550.00
Suhr,,,,,,,,,2995.00
Ibanez,,,,,,,,,449.99
PRS,,,,,,,,,4280.00
Fender,,,,,6 String,Green,Solid,,2099.99
ESP,,,,Mystique CTM,6 String,Tea Sunburst,Solid,,4999.00
Fender,,,,,,,,,599.00
Fender,,,,,,,,,999.99
Ernie Ball Music Man,,,,,,,,,2049.00
Ernie Ball Music Man,,,,,,,,,2049.00
Fender,,,,,,,,,1699.88
Dean Guitars,,,,,,,,,899.00
Warmoth,,Wenge,,Custom,6 String,Multicolor,Solid,Left-Handed,799.00
Gretsch,,Mahogany,,,,,Semi-Hollow Body,,2499.99
ESP Guitars,,,,,,,,,579.00
PRS,,,,,,,,,4400.00
Sterling by Music Man,,,,,,,,,799.99
ESP,,,ESP LTD,MH-1000HS,6 String,Violet Shadow Fade,Solid,Right-Handed,1049.00
Gretsch,,,,,,,,,2699.99
Ibanez,2019,,,RG1070,6 String,Charcoal Black Burst,Solid,Right-Handed,1299.99
Ibanez,,,,,,,,,349.99
PRS,,,,,,,,,4280.00
D'Angelico,,,D'Angelico Premier,,6 String,Blue,Semi-Hollow,Right-Handed,799.99
Fender,,,,,,,,,746.88
G&L Guitars,,,,,,,,,1399.99
Fishbone Guitars Canada,,Mahagony,fishbone TPT-300,fishbone TPT-300,6 String,Black,Solid,Right-Handed,299.00
ESP LTD,,,,,6,Red,Solid,,399.00
ESP LTD,,,,,6,Green,Solid,,1199.00
Jackson,,,,,,,,,299.99
Schecter,2016,,,654,6,Purple,Solid,Right handed,799.00
Vintage,,,,,,,,,449.00
Jackson,,Basswood,,,,,Solidbody,,869.99
DEB,2019,Okoume,DEB Luthier Built Guitars,Custom,6 String,Blue,Solid,Right-Handed,395.00
Ibanez,,,,,,,,,499.99
Fender,,,,,,,,,399.99
total Music Source,,,,,,,,,659.99
ESP,,,,,,,,,899.00
Ibanez,,,,,,,,,1399.99
PRS,,,,,,,,,2499.00
Does not apply,,,,,,,,,5100.00
Dean,,,,,7 String,Black,,,819.00
Squier,,,,,,,,,349.99
EVH,,,,,,,,,599.99
Ernie Ball,,,,,,,,,2399.00
Jackson,,,,,,,,,694.88
Fender,,,Fender Stratocaster,,,White,,,1450.00
Fender Japan,,,,ST57-55,,,ST57-55,,816.00
Ibanez,,,,,,,,,1399.99
Unbranded,2019,Solid Wood,,J+004,6 String,Black,Solid,Right-Handed,339.70
Ernie Ball Music Man,,,,,,,,,2049.00
Sterling by Music Man,,,,,,,,,799.99
Fender,,,,,,,,,399.99
Gretsch Guitars,,,,,,,,,2799.99
Danelectro,,,,,,,,,469.00
G&L Guitars,,,,,,,,,1599.99
Danelectro,,,,D56,6 String,Black,,Right-Handed,439.00
Schecter Guitar Research,,,,,,,,,615.12
,,,,,,,,,422.00
PRS,,,,,,,,,4400.00
ESP Guitar,,,,LTD VULTURE JAMES H BLKS,,,,,1249.00
ESP,,,,,7,,Solid,,2995.00
ESP,,,,,,,,,1899.00
Charvel,,,,,,,,,797.88
Ibanez,,,,,,,,,449.99
Fender,,,,,,,,,1999.99
Schecter,,,,,6,,,,449.00
PRS,,,,,,,,,1548.00
LS,2018,Mahogany,,,6 String,Black,Solid,Right-Handed,295.00
ESP LTD,,,,,6,Black,Solid,,1245.00
Schecter,,Mahogany,,,,,Solidbody,,999.99
PRS,,,,,,,,,2299.00
PRS,,,,,,,,,1000.00
Yamaha,,,,,,,,,649.99
Danelectro,,,,,,,,,699.00
Danelectro,,Laminate,,59M NOS+,6 String,Orange,Semi-Hollow,,429.00
Ibanez,,,,,,,,,299.99
Fender,,Alder,,,,,Solidbody,,1949.99
Washburn,,Various,Washburn,PXL-MR27B-D-U,7 String,Black,Single Cut Solid Body,Right-Handed,899.99
Ernie Ball Music Man,,,,,,,,,3199.00
Homer T Guitar Co,,,,,,Trans Green,,,1895.00
Dean,,,,,6,Sunburst,,,399.00
Unbranded,2018,,,,6 String,Wood color,Hollow,,309.00
ESP LTD,,,,,6,,Solid,,399.00
ESP,,Maple,,TE-401FM,6 String,Dark Brown Sunburst,Solid,,799.00
GnL,,,,,6,,Solid,,749.99
Dean,,,,,,,,,549.00
Schecter,,,,,,,,,1061.88
Taylor,,,,,,,,,2299.00
Unbranded,2019,Solid Wood,,SP100001,6 String,brown,Solid,,299.90
Jackson,,,,,,,,,949.99
Ernie Ball Music Man,,,,,,,,,3499.00
Schecter,,,,,6,Natural,Solid,,999.00
Schecter,,Mahogany,,,,,Solidbody,,629.00
Ibanez,,,,,,,,,899.99
Jackson,,Mahogany,,Rhoads RRT-5,6 String,Gloss Black,Solid,,899.99
PRS,,,CE-22,Custom 22,6 String,Tri-Color Burst,Solid,Right-Handed,2449.00
Hagstrom Guitars,,,,,,,,,619.00
Danelectro,,,,,,,,,799.00
Schecter,Unknown,,,119,8,Black,Solid,Right handed,979.00
Edwards,,,,,6 String,Black,,Right-Handed,432.00
Music Palace,,Basswood,,Custom,6 String,Red,Solid,Right-Handed,482.90
Dean,,,,MASTYRANTXSPLT,6 String,,Solid,,359.00
Schecter,,,,,6,,,,949.00
Ibanez,,,,,,,,,1899.99
EVH,,,,,,,,,599.99
Fender,,Alder,,,,,Solidbody,,924.99
pango,2018,Acrylic,PANGO,PEX-412,6 String,Transparent,Solid,,399.00
Danelectro,,Laminate,,59M NOS+,6 String,Orange,Semi-Hollow,,429.00
ESP,,,,,,,,,1299.00
Jackson,,,,,,,,,2899.99
Unbranded,,,,,,,,,339.00
Music Palace,,Mahogany,,Custom,,Brown,,Right-Handed,569.90
,,,,,,,,,547.00
Mayones Guitars,,,,,,,,,2940.00
Duesenberg,,,,,,,,,2712.00
Fender,,Rosewood,,,6 String,,Solid,,1749.99
Paul Reed Smith,,,,,,,,,4669.00
Dean,,,,,,,,,329.88
Unbranded,2019,,,AL-LY65,6 String,Nature,,Right-Handed,329.65
Ernie Ball Music Man,,,,,,,,,4999.00
Unbranded,,,,,,,,Right-Handed,288.87
Unbranded,2018,,,,6 String,Red,Solid,Right-Handed,319.00
Ernie Ball,,,,,,,,,2564.10
ESP LTD,,,,,6,Green,Solid,,1149.00
Fender,,,,,,,,,829.88
Dean,,,,,,,,,399.00
PRS,,,,,,,,,1549.00
Paul Reed Smith,,,,,,,,,4199.00
Gretsch Guitars,,,,,,,,,849.99
FUJIGEN,,,,JST-5R,,,,,594.00
Schecter,Unknown,,,810,6,Black,Solid,Right handed,699.00
Zemaitis,2016,,,CS24MF,6 String,Black,Solid,,9995.00
,1950,Cypress,,,6 String,Natural,Classical,Right-Handed,6995.00
Ernie Ball Music Man,,,,,,,,,2049.00
Squier,,,,,,,,,349.99
Paul Reed Smith,,,,,,,,,4279.00
Gretsch,,,,,,,,,499.99
G&L,,,,,,,,,1749.99
Vintage,,,,,,,,,405.00
Starshine,2018,Solid Wood,,ESPS-81,6 String,Black,Acrylic,,289.90
Fender Custom Shop,,,,,,,,,3850.00
Schecter,2018,,,SCHECTER1359,6,Black,Solid,Right handed,1329.00
Schecter,Unknown,,,1809,6,White,Solid,Right handed,949.00
ESP,,,,,6,,Solid,,1999.00
Schecter,,,,,,,,,1469.00
Gretsch,,,,,,,,,349.99
ESP LTD,,,,,6,,Solid,,767.20
Gretsch,,,,,,,,,499.99
Dean Guitars,,,,,,,,,299.00
G&L Guitars,,,,,,,,,499.99
Ernie Ball,,,,,,,,,2999.00
ESP,,,,,7,,Solid,,3899.00
NO BRAND,,,,,,,,,546.78
ACEPRO,2019,Solid Wood,,AE-600 Green,6 String,Green,Solid,,315.00
,,,,,,,,,375.00
STARFIELD by HOSINO,,,,Silhouette Motif,6 String,,,Right-Handed,399.99
Lotus,,,,,,,,,345.00
GnL,,,,,6,Blue,Solid,,599.99
Fender,,,,,,,,,1949.99
Ibanez,,,,,,,,,1499.99
ESP LTD,,,,,6,,Solid,,399.00
Ernie Ball Music Man,,,,,,,,,2349.00
Fender,,,,,,,,,4450.00
Jackson,,Solid Wood,,2914444576,6 String,White,Solid,,969.99
Fender,,,,Player Stratocaster,,,,,586.27
Moxy Guitars,2019,Basswood,,KC Juniper,,custom,Tele Style,Right-Handed,7990.00
ESP,,,,,,,,,630.88
Grestch,,,,,,,,,700.88
Sawtooth,,,,,,,,,349.98
Jackson Guitars,,,,,,,,,949.99
Gretsch,2017,Maple,,G5434TG,6 String,Candy Apple Red and White,,Right-Handed,618.00
Schecter,2018,,,295,6,White,Solid,Right handed,999.00
SCHECTER,N/A,Ash,,R-,N/A,N/A,,Right-Handed,1682.00
,,,,,,,,,453.00
Yamaha,,,,,,,,,584.99
The Loar,,,,,,,,,499.99
Jackson Guitars,,,,,,,,,689.00
Lyon by Washburn,,Solid Wood,,ME4,6 String,Purple,Solid,Right-Handed,749.99
Fender,,Alder,,,6 String,,Solid,,5400.00
,,,,,,,,,577.00
,,,,,,,,,615.31
Unbranded,2019,Acrylic,,,6 String,Nature,Solid,Right-Handed,377.90
Unbranded,2018,,,,6 String,Wave point black,Solid,Right-Handed,289.00
Fender,N/A,N/A,,R-,N/A,N/A,,Right-Handed,2948.00
Hagstrom,,,,,,,,,649.99
Gretsch Guitars,,,,,,,,,549.99
Danelectro,,,,,6 String,Sea Foam Green,Semi-Hollow,,399.00
PRS,,,,,,,,,1548.00
,,,,,,,,,309.99
,,,,,,,,,467.00
FERNANDES,,,,MG-115CGR,,,,,879.00
Squier,,,,,6 String,,,,499.99
SPEAR,,,,GLADIUS HardTail,6 String,,,,649.99
G&L Guitars,,,,,,,,,539.99
Gilb,2018,,,Classic,6 String,Black,,,299.99
Gretsch,,,,,,,,,549.99
G&L Guitars,,,,,,,,,1599.99
Hagstrom,,,,,,,,,899.99
SCHECTER,N/A,Ash,,R-,N/A,N/A,,Right-Handed,1682.00
Schecter,Unknown,,,1812,7,Red,Solid,Right handed,1019.00
FUJIGEN,,,,NCTL-10M,,,NCTL-10M,,1015.00
Schecter,2017,,,SCHECTER1740,6,Black,Solid,Right handed,979.00
Vintage,,,,,,,,,405.00
Gretsch,,,,,,,,,499.99
Fender,,,,,,,,,1199.99
Ibanez,,,,,,,,,799.99
Lyon by Washburn,,Solid Wood,,ME4,6 String,Purple,Solid,Right-Handed,749.99
Schon Guitars,,,,,,,,,3644.00
Ernie Ball Music Man,,,,,,,,,2249.00
pango,2018,Acrylic,,PAG-014,6 String,Transparent,Solid,,299.00
Ernie Ball Music Man,,,,,,,,,2249.00
Alulu,,,,,,,,,290.00
Yamaha,,,,,,,,,649.99
EVH,,,,,,,,,549.99
PRS,,,,,,,,,4390.00
Floyd Rose,,,,,,,,,350.00
ESP LTD,,,,,6,Black,Hollow,,629.00
SPEAR,,,,Halberd Lizard,,,Halberd Lizard,,533.00
Bacchus,,,,TACTICS,,,,,684.00
ESP LTD,,,,,6,,Solid,,1249.00
ESP LTD,2019,,,LH1001FRQMVSHFD,6,Purple,Solid,Right handed,1049.00
Washburn,,,,PXL260FHB-O-U,,,,,449.00
Floyd Rose,,,,,,,,,350.00
Jackson Guitars,,,,,,,,,999.99
Grestch,,,,,,,,,849.99
Dean,,,,,,,,,1199.00
starshine,2019,Maple,,CC-QH35,6 String,VS,Semi-Hollow,Right-Handed,346.40
GuitarKit.Store,2019,Acrylic,GuitarKit.Shop,AG-108,6 String,NO color,Solid,Right-Handed,297.00
Fender,,,,,,,,,399.99
Yamaha,,,,,,,,,749.99
Sterling by Music Man,,,,,,,,,649.99
Hagstrom Guitars,,,,,,,,,719.99
Guild,,Mahogany,,JETSTARSTBLK,6,Black,,,499.00
Unbranded,2019,Mahogany+Basswood,,X-SX8,6 String,natural,Solid,Right-Handed,335.00
Craftman,1990,Alder or Basswood,,,6 String,SUNBURST,Solid,Right-Handed,455.80
P&P,2019,Solid Wood,,RLP2102,6 String,VOS,Solid,,340.89
NAVIGATOR by ESP,,,,N-LP-280STD,6 String,,,,1949.99
GnL,,,,,6,Blue,Solid,,599.99
Schecter,,,,,6,,,,419.00
Gretsch Guitars,,,,,,,,,2199.99
,,,,,,,,,1822.88
Schecter,,,,,,,,,838.88
Ibanez,,,Ibanez RG,RG370AHMZ BMT,6,Black,,Right-Handed,884.00
Unbranded,2019,Acrylic,,DK-LSGL,6 String,Nature,Solid,Right-Handed,356.90
ESP,2017,,,EUSLEMIIIGTZEBNAT,6,Natural,Solid,Right handed,3299.00
,,,,,,,,,857.00
GuitarKit.Store,2019,Acrylic,GuitarKit.Shop,AG-109,6 String,NO color,Solid,Right-Handed,297.00
Ernie Ball Music Man,,,,,,,,,2099.00
Paul Reed Smith,,,,,,,,,5419.00
Ibanez,,,,,,,,,349.99
Fender,,Alder,,,,,Solidbody,,1999.99
Dean Guitars,,,,,,,,,699.00
EVH,,,,,,,,,514.88
Music Palace,,Mahogany,,Custom,6 String,Red,Solid,Right-Handed,362.90
,,,,,,,,,505.00
Greco,,,,WS-BG101,,,WS-BG101,,468.00
Jackson,,,,,,,,,664.88
ESP,,,,,,,,,399.00
Schecter Guitar Research,,,,,,,,,699.00
Jackson,,,,,,,,,3199.99
Ibanez,,,,Iron Label,6 String,Matt Black,Solid,Right-Handed,799.99
Jackson,,,,RRTMG,,,,,1162.00
ESP,,Mahogany,,,,,,,699.00
Alulu,,,,,,,,,290.00
Unbranded,,,,Custom,6 String,,,,299.99
D'Angelico,,,D'Angelico Deluxe,Deluxe DC,6 String,Matte Rose Pink,Semi-Hollow,Left-Handed,1399.00
,,,,,,,,,1221.88
Epiphone,,,,,,,,,599.00
Mayones Guitars,,,,,,,,,2940.00
D'Angelico,,,,,,,,,1499.99
ARSENAL,,Mahogany,,electric guitar,,,,,399.50
Casio,,,,EG-5,6 String,Black,,Right-Handed,390.99
FERNANDES,,,,DIGI-ZO HYPER,,,DIGI-ZO HYPER,,698.00
B.C.RICH,,,,KKV Signature Special,6 String,,,,649.99
PRS,,,,SE CUSTOM24,6 String,,,,849.99
Yamaha,,,,,,,,,749.99
Gretsch,,,,,,,,,449.99
ESP,,Maple,,Eclipse DB,6 String,Purple Sparkle,Solid,,1899.00
PRS,,,,,,,,,998.00
Michael Kelly,,,,,,,,,523.88
Schecter,2018,,,SCHECTER1289,6,Green,Solid,Right handed,799.00
Schecter,Unknown,,,SGR-1250,6,Natural,Solid,Right handed,999.00
Epiphone,,,,,,,,,1175.32
Killer,,,,KG-STARSHELL,,,,,766.00
Schecter,2017,,,290,6,Red,Semi Hollow,Right handed,899.00
G&L,,,,George Fullerton Signature,,,,,1253.00
Fret-King,,,,,,,,,999.00
Schecter,,,,,,,,,1069.00
Danelectro,,,,,6 String,Red,,Right-Handed,699.00
Fender,,,,,,,,,4995.00
Suhr,,,,,,,,,2960.00
Mayones,,,,,,,,,3000.00
Unbranded,2019,Ash,,T-ER12,6 String,Tobacco,Solid,Right-Handed,285.89
Music Palace,,Mahogany,,Custom,6 String,Red,Jazz,Right-Handed,449.19
starshine,2019,Maple,,YL-JZ60,6 String,Blue,Hollow,Right-Handed,398.90
Unbranded,2019,,,H-D20,6 String,Green,Solid,Right-Handed,422.29
FENDER JAPAN,1986,,,PJ-36,4 String,,,,649.99
Penco,,,,Custom,6 String,Cherry Sunburst,Solid,Right-Handed,499.99
Michael Kelly,,,,,,,,,749.99
Fender,,,,,,,,,1599.99
Fender Squier,2017,,Fender Telecaster,Vintage Mod 72 Thinline Tele Telecaster,6 String,3 Tone Sunburst,Semi-Hollow,,349.99
Hagstrom,,,,,,,,,559.99
YAMAHA,,,,YAMAHA SGV-300,6 String,,Solid,,820.00
Unbranded,2019,Laminated Maple,,AL-LY158,6 String,Red,,Right-Handed,344.45
FERNANDES,,,,SASTINER LITE,6 String,,,,649.99
GRECO,,,,EG450,6 String,,,,649.99
Fender,,,,,,,,,1088.00
NO BRAND,,,,,,,,,507.17
ESP,,Maple,,Horizon NT-II,6 String,Blue-Purple Gradation,Solid,,1799.00
ESP LTD,,,,,8,,Solid,,469.00
Ibanez,2019,Alder,,JEM7VPWH,6 String,White,Solid,Right-Handed,1598.99
Fender,,,,,,,,,674.99
PRS,,,,,,,,,4200.00
Mayones,,,,,,,,,3000.00
Fender Japan,,Alder,,ST62,6 String,Red,Solid,,785.00
Dean,Unknown,,,MAB1 SPEED,6,Other,Solid,Right handed,1249.00
Schecter,2019,,,833,7,Green,Solid,Left handed,949.00
GODIN,2018,Solid Wood,5TH AVENUE,KINGPIN II HB,,SUNBURST FRENCH POLISHED,Hollow,,759.00
Fender,,Spruce,,,12 String,,,,899.00
Hagstrom Guitars,,,,,,,,,769.00
G&L Guitars,,,,,,,,,499.99
Ibanez,,,,,,,,,349.99
FERNANDES,,,,,,,,,1160.10
STARFIELD by IBANEZ,,,,AL230,6 String,,,,749.99
Crew Maniac Sound,,,,KTR LS-01,6 String,,,,1249.99
YAMAHA,,Alder,,PAC821D,6 String,Blue,Solid,,537.00
Zeus Custom Guitars,,,,ZTL-CTM/MH,,,ZTL-CTM/MH,,1881.00
Ibanez,,,,,,,,,299.99
Fender,,Alder,Fender Telecaster,American Elite Telecaster,6 String,Mystic Black,Solid,Right-Handed,1399.99
Ibanez,,,,,,,,,599.99
G&L Guitars,,,,,,,,,599.99
G&L,,,,,,,,,499.99
Fender Japan,,,,ST62-QT,,,,,1206.00
NO BRAND,,,,,,,,,758.31
NO BRAND,,,,,,,,,837.52
FERNANDES,,,,SFR-50,6 String,,,,449.99
Gretsch,,,,,,Black,,,1899.00
ESP,,Maple,,Horizon NT-II,6 String,Blue-Purple Gradation,Solid,,1799.00
Gretsch,,,,,,,,,2799.99
Jackson,,Basswood,Jackson X,X SERIES SIGNATURE ADRIAN SMITH SDXM,,SNOW WHITE,Solid,,499.99
Music Palace,,Mahogany,,ES-335,6 String,Black,Semi-Hollow,Right-Handed,443.90
GRECO,1987,,,TVB-45,4 String,,,,699.99
Ibanez,,,,RGAIX7U,7 String,Antique Brown Stained,Solid,,1299.99
Unbranded,,Mahogany,,BJLPT-4-1,6 String,Orange,Solid,Right-Handed,289.00
IBANEZ,,,,,,,,,371.61
Unbranded,2019,Laminated+ Figured maple Top Veneer,,AL-LY132,6 String,Trans Purple and Red Burst,,Right-Handed,333.95
Danelectro,,,,,,,,,799.00
Yamaha,,,,,,,,,1529.99
EVH,,Maple,,Wolfgang USA,6 String,,Solid,,3499.99
,,,,,,,,,1221.88
Fender,,,,,,,,,399.99
Unbranded,,,,Custom,6 String,Gold,,,349.99
Music Palace,,Mahogany,,Custom,6 String,Blue,,Right-Handed,439.90
Monster,,,,,,,,,546.72
NO BRAND,,,,,,,,,296.71
,,,,,,,,,299.00
Schecter,,,,,6,Black,Solid,,419.00
ESP,,,,,6,,Solid,,5699.00
Ibanez,,,,,,,,,699.99
PRS,,,,,,,,,2299.00
Dean Guitars,,,,,,,,,678.00
,,,,,,,,,567.00
Paul Reed Smith,,,,Custom24,6 String,,Custom24,Right-Handed,2707.99
Suhr,,,,,,,,,2800.00
Fender Mexico,,,,Deluxe Stratcaster,,,Deluxe Stratcaster,,1239.00
GROVERJACKSON,,,,KEP-75,6 String,,,,549.99
SCHECTER,2002,,,DIAMOND SERIES C-1+,6 String,,,,699.99
Gretsch Guitars,,,,,,,,,2199.99
Guild,,,,,,,,,1218.88
ESP Guitars,,,,,,,,,4299.00
Dean Guitars,,,,,,,,,658.00
