Brand,Year,Material,ProductLine,Model,StringConfiguration,Color,BodyType,Hand,Price
Gibson,1999,,Gibson Les Paul,Les Paul Standard,,,,,1990.00
Gibson,1998,,Gibson SG,SG Standard,6 String,Red,Solid,Right-Handed,1100.00
Gibson,,,,,,,,,1817.00
PRS,,Ash,,245,6 String,White,Solid,Right-Handed,625.00
Gibson,2011,'Mahogany, Maple',,Studio 50s Tribute,6 String,Yellow,Solid,,999.00
Gibson,,,,Les Paul Junior Special,,,Solid,,999.00
Gibson,2018,Mahogany,Gibson Les Paul,Les Paul Traditional,6,Honey Burst,Solid,RH,2199.99
Gibson,,,,,,,,,2699.99
Dean Guitars,,,,Dean Cadillac,,Black,,,599.00
Epiphone,,,,,,,,,1999.00
,,,,,,,,,2965.00
,2016,,,SG STANDARD,,,,,1049.00
Gibson,2012,,,Les Paul Studio Plus,6 String,Blue,Solid,,949.99
Gibson,1994,'Maple, Mahogany',Gibson Les Paul,Les Paul Standard,6 String,Cherry Sunburst,Solid,Right-Handed,2599.99
Gibson,2019,Maple/Poplar/Maple,,ES-335 Dot,6 String,Multicolor,Semi-Hollow,Right-Handed,2194.00
Gibson,2015,,Gibson Les Paul,Les Paul Special,,Yellow,,,1475.00
Gibson,,,,,,,,,1500.00
Gibson,,,,,,,,,1553.00
Gibson,,,,,,,,,4499.00
Gibson,,,Gibson ES,,,,,,8000.00
Gibson,,,,,6 String,,,,4990.00
Gibson,,,Inspired By,ES-355,6 String,White,,,4850.00
Gibson Guitars,,,,Explorer,,,,,1550.00
Gibson,1990,,,,,Orange,,,1790.00
GIBSON USA,2011,,Gibson Les Paul,Les Paul Studio,6 String,Black,,,880.00
Gibson,,,Gibson Les Paul,,,,,,1350.00
Gibson,,,Gibson ES,Vintage,,,,,2350.00
Gibson,1981,'Maple, Mahogany',Gibson Les Paul,Les Paul Standard,6 String,Tobacco Sunburst,Solid,Right-Handed,2799.99
Gibson,2013,Mahogany,Gibson Les Paul,Les Paul Traditional,6 String,Black,Solid,Right-Handed,1650.00
Gibson,,,Gibson ES,ES-330,,,,,4949.00
Gibson,1999,,,Les Paul Custom Shop,6 String,,Solid,Right-Handed,3099.99
,,,,STANDARD,,,,,1899.00
Gibson,2016,Maple / Mahogany,Gibson Les Paul,Les Paul CM 2016 T,6 String,Black,Solid,,610.00
Gibson,,Solid Wood,,ES-335 TDC,6 String,Cherry,Semi-Hollow,,6099.00
Gibson,,,,,,,,,1666.00
Gibson,,,,,,,,,4553.00
Gibson,1990,,,,,Orange,,,1790.00
Gibson,,,Gibson Les Paul,,,,,,1350.00
Gibson,,,Gibson ES,Vintage,,,,,2350.00
Gibson,2014,,Gibson Les Paul,Les Paul 1960,6 String,,Solid,,4899.00
Gibson,2013,Mahogany,Gibson Les Paul,Les Paul Traditional,6 String,Black,Solid,Right-Handed,1650.00
Gibson,,,Gibson Les Paul,Custom Lite,6 String,Silverburst,Solid,Right-Handed,5500.00
Gibson,1999,,,Les Paul Custom Shop,6 String,,Solid,Right-Handed,3099.99
Gibson,1981,'Maple, Mahogany',Gibson Les Paul,Les Paul Standard,6 String,Tobacco Sunburst,Solid,Right-Handed,2799.99
Gibson,2017,Mahogany/Maple cap,Gibson Les Paul,Les Paul Studio,6 String,Midnight Carribean Mist,Solid,Right-Handed,1100.00
Gibson,2016,Maple / Mahogany,Gibson Les Paul,Les Paul CM 2016 T,6 String,Black,Solid,,610.00
GIBSON USA,2011,,Gibson Les Paul,Les Paul Studio,6 String,Black,,,880.00
Gibson,,Solid Wood,,ES-335 TDC,6 String,Cherry,Semi-Hollow,,6099.00
Gibson,2006,,Gibson SG,SG Standard,6 String,Black,Solid,,995.00
Gibson,2016,,,Firebird V T,6 String,Sunburst,Solid,,1295.00
Gibson,2008,Mahogany,Gibson Les Paul,Les Paul Faded Double Cutaway,6 String,,Solid,Right-Handed,998.00
Gibson,,,,,,,,,2904.00
Gibson,,,,SG II,6 String,,,Right-Handed,1399.95
Gibson,,,,Melody Maker,,,,,1490.00
Gibson,2011,,Gibson SG,Melody Maker,6 String,Black,,,545.00
Gibson,2005,,Gibson Les Paul,Les Paul Studio,,Black,Solid,Right-Handed,949.00
Gibson,2011,Solid Wood,Gibson Les Paul,Les Paul Traditional,6 String,Black,Solid,Right-Handed,1895.00
Gibson,,,,,,,,,800.00
Gibson,2011,,,LES PAUL STUDIO,,Gold,,,900.00
Gibson,,,,,,,,,4936.00
Gibson,,,,,,,,,3163.00
Gibson,1959,Maple/Mahogany,Gibson ES,125T 3/4,6 String,Sunburst,'Thinline, Hollow, F-hole',Right-Handed,1975.00
Gibson,,Solid Wood,,Flying V,6 String,Black,Solid,,3195.00
Gibson,,,Gibson SG,Derek Trucks,6 String,,Solid,Right-Handed,1665.00
Gibson,1957,Maple,,ES-125T,6 String,Sunburst,Hollow,Right-Handed,2750.00
Gibson,1956,,,es 225t,6 String,sunburst,,,2750.00
,,,,,,,,,4550.00
Gibson,2018,,,R9,6 String,Sunburst,Solid,,4995.00
Gibson,2012,Mahogany,Gibson Les Paul,Les Paul Junior,,Yellow,Solid,Right-Handed,1699.99
Gibson,,Mahogany,,Les Paul Junior Special,6 String,Yellow,Solid,Right-Handed,1249.00
Gibson,,,,,,,,,3199.00
Gibson,,Maple,,ES-137,6 String,Blue,Semi-Hollow,Right-Handed,1499.00
Gibson,2005,Maple,Gibson ES,ES-345,6 String,Sunburst,Semi-Hollow,Right-Handed,2999.99
,,,,,,,,,999.00
Gibson,,,,LPPCTURC1,6 String,Tranquility Blue Burst,,,2162.15
Gibson,,,,,,,,,4689.00
Gibson,2010,,Gibson Les Paul,Custom,Right handed,Lemon Burst,Les Paul,,3600.00
Gibson,,,,Gibson Les Paul Custom Figured Purple Widow GH PSL 9lbs 4.2oz 906,,,,,4479.00
Gibson,2015,'Solid Wood, Mahogany',Gibson Les Paul,Les Paul Traditional PLUS 100th anniversary,6 String,Purple,Solid,Right-Handed,1795.00
Gibson,1999,,,Les Paul Classic,,Sunburst,Classical,,1999.99
Gibson,2006,Mahogany,Gibson Les Paul,Les Paul Standard 50,6 String,Heritage Cherry Sun Burst,Solid,Right-Handed,1675.00
Gibson,,Mahogany,,Les Paul Standard,6 String,Multicolor,Solid,Right-Handed,2499.00
Gibson,2002,Maple,Gibson ES,ES 135,6 String,Cherry,Semi-Hollow,Right-Handed,1900.00
Gibson,2018,Solid Wood,,Les Paul Custom Limited Edition,6 String,Gray Sparke,Solid,,4299.00
Gibson,,,,,,,,,2999.00
Gibson,,,Gibson SG,,6 String,,,Right-Handed,2149.99
Artist,,,Gibson Les Paul,,,,,,2970.00
Baldwin by Gibson,,,,Signature Series,6 String,Red,Solid,Right-Handed,375.00
Gibson,1967,,,SJN Country Western,6 String,Natural,,,2295.00
Gibson,,,Gibson Les Paul,Custom,,,,,1850.00
Gibson,,,,,,,,,4999.99
Gibson,2007,,,Custom CS-356,6 String,Natural,Semi-Hollow,Right-Handed,4199.99
Gibson,,,,,,,,,1856.00
Gibson,,,,,,,,,3127.00
Gibson,,,,Gibson Les Paul Custom Figured Purple Widow GH PSL 9lbs 4.2oz 906,,,,,4479.00
Gibson,,Mahogany,,Les Paul Junior Special,6 String,Yellow,Solid,Right-Handed,1249.00
Gibson,1999,,,Les Paul Classic,,Sunburst,Classical,,1999.99
Gibson,2006,Mahogany,Gibson Les Paul,Les Paul Standard 50,6 String,Heritage Cherry Sun Burst,Solid,Right-Handed,1675.00
Gibson,,Mahogany,,Les Paul Standard,6 String,Multicolor,Solid,Right-Handed,2499.00
Artist,,,Gibson Les Paul,,,,,,2970.00
,,,,,,,,,5999.00
Gibson,1925,,,L-4,,Sunburst,,,3749.00
Gibson,1967,,,SJN Country Western,6 String,Natural,,,2295.00
Gibson,,,Gibson Les Paul,Custom,,,,,1850.00
Gibson,2007,,,Custom CS-356,6 String,Natural,Semi-Hollow,Right-Handed,4199.99
Gibson,,Solid Wood,,Custom Shop Slash Inspired By Les Paul,6 String,Sunburst,Solid,,8099.00
Gibson,,,,2019 Les Paul Traditional,,,,,1599.99
Gibson,,,,Firebird Model Zero,,,,,449.99
Gibson,,,,,,,,,4936.00
Gibson,,,,LPPCTURC1,6 String,Tranquility Blue Burst,,,2162.15
Gibson,,,Gibson Les Paul,r6,6 String,Black,,Right-Handed,6000.00
Gibson,,,Gibson SG,,6 String,,,Right-Handed,2149.99
Gibson,2017,Solid Wood,,Les Paul Classic,6 String,Black,Solid,,1999.00
Baldwin by Gibson,,,,Signature Series,6 String,Red,Solid,Right-Handed,375.00
Gibson,2018,,Gibson Les Paul,Les Paul Classic,,,,,1499.00
,,,,,,,,,2940.00
gibson,,,,br-4,6 String,Sunburst,Solid,,889.99
Gibson,,,,,,,,,2240.00
Gibson,2008,Mahogany,Gibson Les Paul,Les Paul Faded Double Cutaway,6 String,,Solid,Right-Handed,998.00
Gibson,2014,Mahogany,,SG Derek Trucks,6 String,Mahogany,Solid,Right-Handed,1895.00
,,,,,,,,,2599.00
,,,,,,,,,1400.00
,,,,,,,,,3499.00
Gibson,,'Mahogany, Maple',Gibson Les Paul,Les Paul Classic,,Red,Solid,,1750.00
Gibson,2017,Solid Wood,Gibson Les Paul,Les Paul Standard,6 String,Heritage Cherry Sunburst,Solid,Right-Handed,2400.00
Gibson,1980,,Gibson Les Paul,Les Paul Deluxe,6 String,Heritage Cherry Burst,Solid,,1750.00
Gibson,2000,,,Gary Moore Signature Les Paul,6 String,Sunburst,Solid,,3195.00
Gibson,,,,,,,,,3699.99
Gibson,2010,,Gibson SG,Faded SG,6 String,Heritage Cherry,Solid,Right-Handed,750.00
GIBSON MUSICAL INSTRUMENTS,,,,FIREBIRD,,,,,969.99
Gibson,,,Gibson ES,,,,,,7190.00
Gibson,,Solid Wood,,Explorer II,6 String,,Solid,,2600.00
Gibson,,,,,,,,,2750.00
Gibson,2015,,Gibson ES,ES-335 Studio,6 String,Tobacco,Semi-Hollow,,1300.00
,,,,,,,,,2095.00
Gibson,1981,Maple,Gibson ES,ES-335,6 String,Walnut,Semi-Hollow,Right-Handed,3599.99
Gibson,1956,,,LG-1,6 String,Tobacco Burst,,,2199.00
Gibson,,,,,,,,,3199.00
Gibson,,Solid Wood,,Les Paul Junior Double Cutaway,6 String,Cherry,Solid,,6099.00
Gibson,1965,,,ES-175,6 String,Cherry Sunburst,Jazz,,4995.00
Gibson,2015,,Gibson SG,SG Standard,6 String,Dark Red,Solid,Right-Handed,1100.00
Gibson Guitars,,,,LP STD T,,,,,2300.00
Gibson,,,,,,,,,3149.99
Gibson,,,,Les Paul Studio Plus T 2017 Desert Burst,,,,,899.99
Gibson,2017,,Gibson Les Paul,Les Paul Standard,6 String,,Solid,,2200.00
Gibson,1982,,Limited Edition,Les Paul,6 String,Candy Apple Red,Solid,,6999.99
Gibson,2011,'Maple, Mahogany',,Les Paul Studio,6 String,,Solid,,875.00
Gibson,2010,,Gibson Les Paul,Les Paul Standard,,Red,,,1900.00
Gibson,1996,Mahogany,,Les Paul Studio LTD,6 String,Red,Solid,Right-Handed,999.00
Gibson,,,,,,,,,3127.00
Gibson,,,,,,,,,2563.00
Gibson,,,,,,Red,,,26995.00
Gibson,2015,,Gibson ES,ES-335 Studio,6 String,Tobacco,Semi-Hollow,,1300.00
Gibson,,,,,,,,,1796.88
,,,,,,,,,2095.00
Gibson,1981,Maple,Gibson ES,ES-335,6 String,Walnut,Semi-Hollow,Right-Handed,3599.99
Gibson,1956,,,LG-1,6 String,Tobacco Burst,,,2199.00
Gibson,2018,,Gibson Les Paul,Les Paul Classic,,,,,1499.00
Gibson,,,,,,,,,2199.00
Gibson,,,,,,,,,3199.00
Gibson,,Solid Wood,,Les Paul Junior Double Cutaway,6 String,Cherry,Solid,,6099.00
Gibson,1965,,,ES-175,6 String,Cherry Sunburst,Jazz,,4995.00
Gibson,2015,,Gibson SG,SG Standard,6 String,Dark Red,Solid,Right-Handed,1100.00
Gibson,2015,,,ES-335,6 String,,Semi-Hollow,Right-Handed,1325.00
Gibson Custom Shop,,Mahogany,,Peter Frampton,6 String,Black,Solid,Right-Handed,3999.00
Gibson,,,,,,,,,2806.00
Gibson,,,Gibson Les Paul,,6 String,Gold,Solid,Right-Handed,780.00
Gibson,2017,,Gibson SG,Custom Shop,,Emerald Green,,,2600.00
Gibson,,,,,,,,,3149.99
Gibson,2012,Solid Wood,Gibson Les Paul,Les Paul Junior,6 Strings,,Les Paul,,1079.99
Gibson,2017,,Gibson Les Paul,Les Paul Standard,6 String,,Solid,,2200.00
Gibson,1982,,Limited Edition,Les Paul,6 String,Candy Apple Red,Solid,,6999.99
Gibson,2008,,,Les Paul Traditional,,Tobacco Burst,,,1539.00
Gibson,2011,'Maple, Mahogany',,Les Paul Studio,6 String,,Solid,,875.00
Gibson,,,,,,,,,4592.00
Gibson,2017,,Gibson Les Paul,Les Paul Classic,6 String,Gold,Solid,Right-Handed,1807.00
Gibson,2010,,Gibson Les Paul,Les Paul Standard,,Red,,,1900.00
Gibson,1996,Mahogany,,Les Paul Studio LTD,6 String,Red,Solid,Right-Handed,999.00
Gibson,2004,,Gibson ES,Custom,,,Semi-Hollow,Right-Handed,2499.99
Gibson,,,Gibson Les Paul,Custom,,,,,469.00
Gibson,,,,,,,,,2699.00
Gibson,1997,'Maple, Mahogany',Gibson Les Paul,Les Paul Standard,6 String,Honey Burst,Solid,Right-Handed,2099.99
Gibson,,Solid Wood,,Custom Shop Historic SG Special VOS,6 String,TV Yellow,Solid,,2999.00
Gibson,1982,,,Explorer E/2,6 String,,,,2850.00
Gibson,2019,,Gibson ES,ES-275,6 String,Cherry Cola,Semi-Hollow,Right-Handed,2900.00
Epiphone By Gibson,,,,,,,,,659.00
Gibson,,,,,,,,,2295.00
Gibson,2009,,Gibson Les Paul,Les Paul Standard,,Gold,,,2799.00
Gibson,2011,,Gibson Les Paul,Les Paul Limited Run,6 String,Brown,Solid,Right-Handed,7299.00
Gibson,,,,,,,,,1407.00
Gibson,2018,Walnut,Gibson ES,ES-330,6 String,,Solid,Right-Handed,2150.00
Gibson,1980,,,ES-175D,6 String,Sunburst,Archtop,Right-Handed,3550.00
Gibson,2012,Solid Wood,Gibson Les Paul,Les Paul Studio,6 String,Beige,Solid,Right-Handed,1700.00
Gibson,2001,,,SG Special,,Platinum Silver,,,699.00
,,,,,,,,,3999.00
Gibson,2013,,Gibson Les Paul,,,,,,1250.00
Gibson,2007,'Solid Wood, Mahogany, Maple',,Les Paul Robot Guitar,6 String,Blue Silverburst,Solid,Right-Handed,1299.99
Gibson,1972,,,1972,6 String,Cherry Sunburst,Les Paul,Right-Handed,4500.00
Gibson,2012,,Traditional Pro,Les Paul Traditional,6 String,Heritage Cherry,Solid,,1755.00
GIBSON,,,,B.B. KING LUCILLE,,,,,3299.00
Gibson,2019,Mahogany,,Les Paul Studio,6 String,Multicolor,Solid,Right-Handed,1243.00
Gibson,,,,,,,,,3599.99
Gibson,1991,'Maple, Mahogany',,Les Paul Standard 40th Anniversary,6 String,Ebony,Solid,Right-Handed,2349.99
Gibson,1975,,Flying V,Vintage,6 String,Natural,Solid,Right-Handed,6750.00
Gibson,2006,,,New Century Flying V,6 String,Black,Solid,,1349.00
Gibson,1977,'Maple, Mahogany',Gibson Les Paul,Les Paul Standard,6 String,Natural,Solid,Right-Handed,2799.99
Gibson,1973,,,Les Paul ES-335,,,,,550.00
Gibson,,,,,,,,,4311.00
Gibson,,,,,,,,,1407.00
Gibson,2001,,,SG Special,,Platinum Silver,,,699.00
Gibson,2017,,Gibson Les Paul,Les Paul Tribute Plue,6 String,Honey Burst,,Right-Handed,1349.99
,,,,,,,,,3999.00
Gibson,2007,'Solid Wood, Mahogany, Maple',,Les Paul Robot Guitar,6 String,Blue Silverburst,Solid,Right-Handed,1299.99
GIBSON,,,,B.B. KING LUCILLE,,,,,3299.00
Gibson,2019,Mahogany,,Les Paul Studio,6 String,Multicolor,Solid,Right-Handed,1243.00
Gibson,,,,,,,,,3599.99
Gibson,1991,'Maple, Mahogany',,Les Paul Standard 40th Anniversary,6 String,Ebony,Solid,Right-Handed,2349.99
Gibson,1975,,Flying V,Vintage,6 String,Natural,Solid,Right-Handed,6750.00
Gibson,2006,,,New Century Flying V,6 String,Black,Solid,,1349.00
Gibson,1977,'Maple, Mahogany',Gibson Les Paul,Les Paul Standard,6 String,Natural,Solid,Right-Handed,2799.99
,,,,,,,,,5999.00
Gibson,,,,,,,,,2295.00
Gibson,,,Gibson SG,SG J,6 String,Red,Solid,Right-Handed,680.00
Gibson,,,,,,,,,1660.00
Gibson,1996,,Gibson Les Paul,Les Paul Standard,,,,,2699.00
Gibson,2000,Mahogany,,Les Paul Special,6 String,Ebony,Solid,Right-Handed,1249.99
Gibson,1988,'Maple, Mahogany',Gibson Les Paul,Les Paul Standard,,Cherry Sunburst,Solid,Right-Handed,2799.99
Gibson,2005,,Gibson Les Paul,Les Paul Standard DC,6 String,Root Beer,,Right-Handed,1399.00
Gibson,1959,,,Southern Jumbo,6 String,Sunburst,,,4195.00
Gibson,2016,,,ES-175,,,,,3499.00
Gibson,,,,,,,,,3999.00
Gibson,,,,,,,,,5652.00
Gibson,2015,,Gibson Les Paul,Les Paul Gold Top,6 String,,Solid,Right-Handed,1590.00
Gibson,1976,,,Les Paul Deluxe,6 String,Natural,Solid,Right-Handed,3499.00
Gibson,1978,'Mahogany, Maple',Les Paul Custom,Les Paul Custom,6 String,Tobacco Burst,Solid,Right-Handed,4999.95
,,,,,,,,,2499.99
Gibson,1970,,Gibson SG,SG Standard,6 String,,Solid,Right-Handed,3800.00
Gibson,1998,,,LEGRANDE,6 String,,,,7088.00
Gibson,2011,Mahogany,Gibson Les Paul,Les Paul Studio,6 String,Brown,Chamberd,Right-Handed,950.00
Gibson,1972,,,1972,6 String,Cherry Sunburst,Les Paul,Right-Handed,4500.00
Gibson,2000,'Mahogany, Maple',Gibson Les Paul,Custom CS-356,6 String,Black,Solid,Right-Handed,2350.00
Gibson,,,,Les Paul Standard,6 String,,Solid,Right-Handed,1600.00
Epiphone,,,,,,,,,1999.00
Gibson,,,Gibson Les Paul,Les Paul Standard,,,,,3750.00
Gibson,,,Gibson Les Paul,Les Paul 1980,,,,,1500.00
Gibson,,Solid Wood,Gibson Les Paul,Les Paul,6 String,Translucent Aqua,Solid,Right-Handed,9999.00
Gibson,,,,,,,,,8452.00
Gibson,,,,,,,,,9317.00
Gibson,2014,,,Les Paul Classic Custom,6 String,Natural,Solid,,2295.00
Gibson Guitars,,,,LP STD T,,,,,2300.00
Gibson,,Solid Wood,,Custom Shop Slash Inspired By Les Paul,6 String,Sunburst,Solid,,8099.00
Gibson,1967,,Gibson ES,ES 335 TDC 12,12 String,Tobacco Sunburst,Semi-Hollow,Right-Handed,3200.00
Gibson,,'Maple, Ash, Mahogany',Gibson Les Paul,Les Paul Studio,6 String,,Solid,,950.00
Gibson,2018,,Gibson Les Paul,,,Pink,,,1899.00
,,,,,,,,,3999.00
Gibson,,,Gibson SG,SG Special,,,,,4050.00
Gibson,2012,,Gibson Les Paul,LPR9,6 String,,Solid,,5750.00
,1980,,,,,,,,3489.00
Gibson,,,,,,,,,2900.00
Gibson,,,,,,,,,5999.00
Gibson,,Mahogany,,Les Paul Classic,6 String,Green,Solid,Right-Handed,1999.00
Gibson,1996,'Maple, Mahogany',Gibson Les Paul,Les Paul Standard,6 String,Heritage Cherry Sunburst,Solid,Right-Handed,2599.99
Gibson,,Solid Wood,,Les Paul 59 Reissue Commemorative,6 String,Sunburst,Solid,,5495.00
Gibson,2002,,Gibson Les Paul,Les Paul Classic,,,Classical,,2350.00
Gibson,,,,,,,,,4544.00
Gibson,2012,,Gibson Les Paul,Les Paul Standard,6 String,,Solid,Left-Handed,2421.00
Gibson,2002,,Gibson Les Paul,Les Paul Classic,,,Classical,,2350.00
Gibson,,,Gibson Joe Perry Boneyard Les Paul,Joe Perry BoneYard,6 String,Tiger Green,,Right-Handed,3900.00
Gibson,2003,,Gibson Flying V,Flying V,6 String,Heritage Cherry,,Right-Handed,1195.00
Gibson,2007,Mahogany,Gibson Les Paul,Les Paul Standard DC,6 String,Indian Turquoise Blue,Solid,Right-Handed,2350.00
Gibson,2014,Maple,Gibson Les Paul,Les Paul Limited Run,,,,,2750.00
Gibson,2017,Mahogany,Gibson SG,SG Faded High Performance,6 String,Red,Solid,Left-Handed,1299.99
Gibson,,Solid Wood,,58 Reissue "Beauty of the Burst" Les,6 String,Sunburst,Solid,,3699.00
Gibson,2007,Solid Wood,,Les Paul 1959 Historic,6 String,Washed Cherry,Solid,,4199.00
Gibson,1939,Solid Wood,electric guitar,ES-150,6 String,Sunburst,Hollow,Right-Handed,5167.00
Gibson,,,,,,,,,750.00
,,,,,,,,,4190.00
Gibson,2018,,Gibson Les Paul,Les Paul Classic,,,,,1625.00
Gibson,,Maple,Gibson Les Paul,Custom,,,,,3299.99
Gibson,2019,,Gibson SG,SG Standard,,Pelham Blue,,,1459.00
Gibson,,,Gibson SG,SG J,6 String,Red,Solid,Right-Handed,680.00
Gibson,,,,,,,,,1204.00
Gibson,2012,Solid Wood,Gibson SG,SG Special,6 String,Gloss Black,Solid,Right-Handed,895.00
Gibson,2016,'Mahogany, Maple',Gibson Les Paul,Les Paul Traditional,,Desert Burst,,Right-Handed,1600.00
Gibson,,Solid Wood,,Les Paul 59 Reissue,6 String,Sunburst,Solid,,11995.00
Gibson,,,,,,,,,2699.00
Gibson,,Solid Wood,,ES-335 Dot Reissue,6 String,Antique Natural Blonde,Semi-Hollow,,3499.00
Gibson,1968,,,SG Standard,6 String,Cherry Red,Solid,,4500.00
Gibson,,,,,,,,,5972.00
Gibson,,,,,,,,,8391.00
Gibson,1978,Maple,Gibson ES,ES-335TD,6 String,Blonde,Semi-Hollow,Right-Handed,3799.99
Gibson,2006,,Gibson SG,SG,6,,Solid,,799.95
Gibson,,,Gibson Les Paul,Custom,,,,,329.00
Gibson,2000,'Mahogany, Maple',Gibson Les Paul,Custom CS-356,6 String,Black,Solid,Right-Handed,2350.00
Memphis,2013,,Gibson ES,ES-335,,,,,3499.00
Gibson,,Solid Wood,,gibson les paul epiphone f5030229,6 String,Sunburst,Solid,,799.00
,,,,STANDARD,,,,,1899.00
,,,,,,,,,1199.00
Gibson,,,,2011 Les Paul Standard,,,,,1799.99
Gibson,,,,Les Paul Standard ’60s,,,,,2199.99
,1980,,,,,,,,3489.00
Gibson,,,,Les Paul Studio,6 String,Cherry Red,Solid,Right-Handed,1000.00
Gibson,,,,,,,,,5829.00
Gibson,2015,,Gibson Les Paul,Les Paul Gold Top,6 String,,Solid,Right-Handed,1590.00
Gibson,2017,Maple / Mahogany,Gibson Les Paul,2017 Limited Run Les Paul Custom,6 String,Figured Widow Yellow Widow,Solid,Right-Handed,4950.00
Gibson,,,Gibson Les Paul,Custom,,,,,2295.00
Gibson,,Solid Wood,,Les Paul 59 BRAZILIAN,6 String,Sunburst,Solid,Right-Handed,7995.00
Gibson,1976,'Maple, Mahogany',,Les Paul Standard,6 String,Wine Red,Solid,Right-Handed,3049.99
Gibson,,,,,,,,,2199.00
Epiphone,2015,Maple,Epiphone ES,ES-339,6 String,Blue,Semi-Hollow,Right-Handed,1099.95
Gibson,,,Gibson ES,ES-125,6 String,,Hollow,Right-Handed,2450.00
Gibson,,Solid Wood,,Les Paul Classic,6 String,Black,Solid,,1899.00
Gibson,,,Gibson ES,ES-335,,Black,,,9500.00
Gibson,1995,,Gibson Les Paul,Les Paul Classic,6 String,Amber,Solid,Right-Handed,3099.99
Gibson,2011,Maple,,ES-335,6 String,Red,Semi-Hollow,Right-Handed,1949.00
Gibson,,,,,,,,,3999.00
Gibson,,,,Classic,,Red,,,1500.00
Gibson,2018,Mahogany,,Les Paul Traditional,6 String,Multicolor,Solid,Right-Handed,1899.00
Gibson Custom Shop,2011,Mahogany,,Les Paul Junior,6 String,Multicolor,Solid,Right-Handed,2999.00
,,,,,,,,,3999.00
Gibson,,Solid Wood,,Custom Shop Historic SG Special VOS,6 String,TV Yellow,Solid,,2999.00
Gibson,2012,,Gibson Les Paul,Les Paul Standard,6 String,,Solid,Left-Handed,2421.00
Gibson,,,,,,,,,3846.00
Gibson,,,,Firebird Model Zero,,,,,449.99
Gibson,2011,Maple,,ES-335,6 String,Red,Semi-Hollow,Right-Handed,1949.00
Gibson,2018,,Gibson ES,ES-355,,,,,3995.00
Gibson,,,,Classic,,Red,,,1500.00
Gibson,2018,Mahogany,,Les Paul Traditional,6 String,Multicolor,Solid,Right-Handed,1899.00
Gibson Custom Shop,2011,Mahogany,,Les Paul Junior,6 String,Multicolor,Solid,Right-Handed,2999.00
Gibson,1995,,Gibson Les Paul,Les Paul Classic,6 String,Amber,Solid,Right-Handed,3099.99
Gibson,1997,'Mahogany, Solid Wood',,Les Paul Elegant,6 String,Antique Amber,Chambered,,4895.00
,,,,,,,,,3999.00
Gibson,2002,Laminated Maple,,ES-333,6 String,,Semi-Hollow,Right-Handed,2299.00
,,,,,,,,,2590.00
Gibson,,,,,,,,,5829.00
Gibson,Unknown,Maple,Gibson ES,ES-125TD,6 String,Sunburst,Hollow,Right-Handed,2500.00
Gibson,,,,,,,,,1932.00
Gibson,,,,,,,,,2240.00
Gibson,blonde,Solid Wood,,L6-S,6 String,blonde,Solid,,1600.00
Gibson,2016,Mahogany,Gibson SG Stnd P-90s,SG Standard T P 90,6 String,Heritage Cherry,Solid,Right-Handed,1459.00
Gibson,1994,'Mahogany, Maple',Gibson Les Paul,Les Paul Classic,6 String,Honeyburst,Solid,Right-Handed,2100.00
Gibson,2008,,Gibson Les Paul,,,,,,2799.00
Gibson,,,Gibson ES,ES-335,,Black,,,9500.00
Gibson,1994,Mahogany,Gibson Les Paul,Custom,6 String,Black,,Right-Handed,24999.00
Gibson,2019,Walnut/Mahogany,,Firebird,6 String,Red,Solid,Right-Handed,1462.00
Gibson,2015,,,,6 String,,Solid,Right-Handed,1312.00
Gibson,,,,,,,,,1495.00
Gibson,,,,,,,,,3499.00
Gibson Custom Shop,1999,Solid Wood,,Les Paul 195 Historic Standard R9,6,Faded Tobacco Flame Gloss,Solid,,5100.00
,,,,,,,,,3399.00
Gibson,2018,,,Les Paul Classic P90,,Ebony/Black,,,1569.00
Epiphone,,,,Les Paul Standard,6 String,FLAME BROWN BURST,Solid,Right-Handed,475.00
Gibson,,,,Les Paul Custom,,,,,12495.00
Gibson,,,,Les Paul Studio,6 String,Cherry Red,Solid,Right-Handed,1000.00
Gibson,,,,,,,,,1449.00
Gibson,2012,,,,,,,Left-Handed,1479.99
Gibson,,,,Gibson Custom Les Paul Custom Ebony w/ Gold Hardware BLACK BEAUTY,,,,,3519.00
Gibson,2008,,Gibson SG,,,Red,,,699.00
Gibson Guitars,,,,Firebird,,,,,1600.00
Gibson,1998,,,58 Explorer,6 String,Natural,Solid,,7995.00
,,,,,,,,,592.00
Gibson,,,,,,,,,1058.00
Gibson,,,,,,,,,2399.99
Gibson,1998,,,,6 String,Red,Solid,,1750.00
Gibson,1999,,Gibson Les Paul,Les Paul Classic,6 String,Red,Solid,,1850.00
Gibson,2011,Solid Wood,,Les Paul Traditional Plus,6 String,Iced Tea Sunburst,Solid,,1999.00
Fender,2006,Solid Wood,,Telecaster Classic,6 String,Sunburst,Solid,,2950.00
Gibson,1999,'Mahogany, Maple',Les Paul Custom,Les Paul Custom Shop Elegant Gold Flow,6 String,Gold Flow,Solid,Right-Handed,6999.95
Gibson,2004,'Mahogany, Maple',,Les Paul Standard R4,6 String,Goldtop,Solid,Right-Handed,3779.99
Gibson Custom Shop,2001,,,1960 Relssue Les Paul Standard,6 String,Light Cherry Sunburst,,,3699.00
Gibson,,,,2019 Les Paul Studio,,,,,1249.99
